customer_id,plan_type,contract_type,payment_method,tenure_months,auto_renew,discount_percent,annual_revenue,monthly_charges
C01296,Enterprise,Annual,Invoice,3,False,0,23740.451314239977,1978.3709428533314
C01297,Starter,Annual,Invoice,54,False,0,1298.6748461654893,108.2229038471241
C01298,Professional,Month-to-Month,Credit Card,8,True,0,6804.0808026377945,567.0067335531495
C01299,Starter,Annual,Credit Card,18,True,10,893.0996652040204,74.42497210033504
C01300,Starter,Annual,Credit Card,59,True,20,895.7212599067068,74.6434383255589
C01301,Professional,Annual,Invoice,30,True,0,6687.303235745973,557.2752696454978
C01302,Starter,Month-to-Month,Invoice,3,True,0,1097.7584408807988,91.47987007339991
C01303,Enterprise,Annual,Credit Card,55,True,0,25915.708885680662,2159.642407140055
C01304,Starter,Annual,PayPal,34,True,0,1268.8272461091703,105.73560384243086
C01305,Starter,Annual,Invoice,59,True,0,1293.2730113502146,107.77275094585121
C01306,Professional,Annual,PayPal,43,False,0,6474.024185444091,539.5020154536743
C01307,Professional,Month-to-Month,Credit Card,28,True,10,5169.619027138999,430.80158559491656
C01308,Starter,Month-to-Month,Invoice,37,True,10,1051.2909006101565,87.60757505084638
C01309,Professional,Annual,PayPal,25,True,10,5213.473741198023,434.4561450998353
C01310,Professional,2-Year,Invoice,30,False,0,6135.154356441668,511.26286303680564
C01311,Starter,Month-to-Month,PayPal,7,True,10,849.8344739135038,70.81953949279198
C01312,Enterprise,Month-to-Month,Invoice,46,True,0,25157.848579062855,2096.487381588571
C01313,Starter,2-Year,PayPal,29,False,0,1406.6987073773669,117.22489228144724
C01314,Starter,Annual,PayPal,51,True,10,1101.3125893341726,91.77604911118105
C01315,Professional,Annual,Credit Card,2,True,20,4741.276807618294,395.10640063485783
C01316,Starter,Month-to-Month,Credit Card,26,True,10,1087.944043365584,90.66200361379867
C01317,Professional,Annual,PayPal,41,False,10,5686.570866974636,473.8809055812197
C01318,Starter,Annual,Invoice,57,False,10,1203.4828326096742,100.29023605080619
C01319,Starter,Annual,PayPal,57,False,0,1191.855865075894,99.32132208965783
C01320,Enterprise,Month-to-Month,Invoice,42,False,10,21239.53701748249,1769.9614181235409
C01321,Professional,Annual,Invoice,51,True,0,5175.6432402206965,431.3036033517247
C01322,Professional,Month-to-Month,Invoice,49,False,0,6028.157041349878,502.34642011248985
C01323,Starter,Month-to-Month,Invoice,57,True,10,950.1960852521443,79.18300710434535
C01324,Starter,Annual,Credit Card,7,False,20,907.4565587561275,75.62137989634395
C01325,Professional,Month-to-Month,PayPal,18,True,0,6526.510888787187,543.8759073989322
C01326,Professional,Month-to-Month,Invoice,6,False,10,5951.275847216038,495.9396539346698
C01327,Starter,Month-to-Month,Credit Card,59,True,0,1255.590233356217,104.63251944635141
C01328,Starter,Annual,Invoice,41,True,20,1076.587435368433,89.71561961403609
C01329,Starter,Month-to-Month,Invoice,40,True,0,1001.9982261314291,83.49985217761909
C01330,Starter,Annual,Credit Card,27,True,0,1395.3668651755845,116.28057209796538
C01331,Professional,Annual,Credit Card,54,True,10,4941.6280631015015,411.8023385917918
C01332,Starter,Annual,Invoice,54,False,10,1112.4864390126156,92.7072032510513
C01333,Starter,Annual,PayPal,56,True,10,1008.126675357389,84.01055627978242
C01334,Starter,Annual,Credit Card,41,False,20,989.7601096118744,82.48000913432287
C01335,Starter,Month-to-Month,PayPal,24,False,0,1202.1443761968485,100.17869801640404
C01336,Starter,Month-to-Month,Invoice,33,True,0,1336.5006055192564,111.37505045993804
C01337,Enterprise,Annual,Invoice,31,True,10,26924.336664014972,2243.6947220012476
C01338,Professional,2-Year,Invoice,34,True,20,5223.272178920256,435.272681576688
C01339,Starter,Month-to-Month,Invoice,22,True,0,1185.654274734804,98.804522894567
C01340,Professional,Annual,Invoice,24,True,0,6919.7137747464985,576.6428145622082
C01341,Professional,2-Year,Invoice,36,True,0,4981.7713992313265,415.1476166026105
C01342,Starter,Annual,PayPal,28,True,0,1130.3320276082136,94.1943356340178
C01343,Starter,Month-to-Month,Credit Card,20,True,10,1055.0660063765881,87.92216719804901
C01344,Starter,Annual,Invoice,18,True,0,1166.7214200362064,97.2267850030172
C01345,Starter,Month-to-Month,Credit Card,42,True,0,1111.3258482433437,92.61048735361197
C01346,Professional,Annual,PayPal,32,False,10,5775.829080598183,481.3190900498486
C01347,Starter,Month-to-Month,Invoice,33,True,0,1199.7402968695521,99.97835807246268
C01348,Enterprise,Annual,Invoice,10,True,10,21304.940985013967,1775.411748751164
C01349,Professional,2-Year,Credit Card,9,True,0,6845.599564278511,570.4666303565426
C01350,Starter,2-Year,Credit Card,55,False,0,1146.4302238794335,95.53585198995279
C01351,Professional,Annual,Credit Card,25,True,0,6616.586948224188,551.382245685349
C01352,Starter,Month-to-Month,Invoice,13,True,0,1167.1127398174112,97.25939498478427
C01353,Starter,Month-to-Month,Credit Card,47,True,0,1169.708447180666,97.47570393172218
C01354,Professional,Annual,Credit Card,50,False,10,4989.299922715164,415.774993559597
C01355,Starter,Annual,PayPal,58,False,0,1025.362670696424,85.44688922470199
C01356,Starter,Month-to-Month,Invoice,45,True,0,1120.630453295303,93.38587110794191
C01357,Professional,Month-to-Month,Invoice,5,False,10,4440.823995847753,370.0686663206461
C01358,Enterprise,2-Year,Invoice,31,True,0,24613.93318063059,2051.1610983858823
C01359,Starter,Annual,Credit Card,31,True,20,929.7631858377606,77.48026548648005
C01360,Starter,Month-to-Month,PayPal,34,True,0,1330.0956891088063,110.84130742573386
C01361,Professional,Month-to-Month,Credit Card,26,True,0,5564.952812467679,463.7460677056399
C01362,Professional,Annual,Invoice,7,False,0,5845.395480803811,487.1162900669842
C01363,Starter,Annual,Credit Card,41,False,0,1346.1364382822542,112.17803652352119
C01364,Enterprise,Annual,Invoice,51,True,0,26136.049462326726,2178.0041218605606
C01365,Professional,2-Year,Credit Card,46,True,0,6081.789919736997,506.81582664474973
C01366,Professional,Annual,Credit Card,49,True,0,5379.145512220446,448.2621260183705
C01367,Enterprise,2-Year,Invoice,52,True,10,22867.454820755658,1905.6212350629714
C01368,Enterprise,Annual,Credit Card,20,False,10,20977.416909843025,1748.118075820252
C01369,Starter,Annual,Invoice,43,False,0,1137.604887032691,94.80040725272426
C01370,Starter,Annual,Credit Card,22,True,0,1359.7534996988873,113.31279164157394
C01371,Professional,Month-to-Month,Credit Card,5,True,0,6879.806875451613,573.3172396209678
C01372,Enterprise,Month-to-Month,Credit Card,12,False,0,21872.068951336772,1822.6724126113977
C01373,Professional,Annual,Invoice,21,True,20,5623.715993890451,468.64299949087086
C01374,Starter,Month-to-Month,Credit Card,9,False,0,1189.2391526827196,99.10326272355996
C01375,Professional,Annual,Credit Card,29,True,0,6469.644546514835,539.1370455429029
C01376,Starter,Annual,PayPal,27,True,0,1419.7524540244644,118.3127045020387
C01377,Enterprise,Annual,PayPal,17,True,0,23609.059422221177,1967.4216185184314
C01378,Starter,Month-to-Month,Invoice,40,True,10,1108.2889812521041,92.35741510434201
C01379,Enterprise,Annual,Invoice,24,True,0,25736.28366980206,2144.690305816838
C01380,Starter,Annual,Invoice,27,True,10,1250.6724547824076,104.22270456520063
C01381,Enterprise,Month-to-Month,Invoice,8,False,0,24047.85596218767,2003.9879968489724
C01382,Starter,2-Year,Credit Card,44,True,0,1297.1255320537873,108.09379433781561
C01383,Professional,Annual,Credit Card,29,True,0,5535.4398284769695,461.2866523730808
C01384,Enterprise,2-Year,Invoice,19,False,10,18399.860258915243,1533.321688242937
C01385,Professional,Month-to-Month,Invoice,10,False,0,5592.913634043456,466.076136170288
C01386,Professional,Month-to-Month,PayPal,24,True,0,5591.251727603982,465.93764396699845
C01387,Starter,Annual,Invoice,34,False,0,1317.0147607049655,109.75123005874713
C01388,Starter,Annual,PayPal,56,False,0,1191.1834289379092,99.26528574482576
C01389,Enterprise,Month-to-Month,Invoice,40,True,10,20280.555773867727,1690.0463144889773
C01390,Starter,2-Year,Invoice,31,True,0,1093.5240864635598,91.12700720529665
C01391,Professional,Annual,Credit Card,46,True,0,5749.383396024682,479.11528300205686
C01392,Professional,Annual,Invoice,51,True,0,6550.346132049952,545.8621776708293
C01393,Starter,Annual,PayPal,4,True,0,1093.1951389189728,91.0995949099144
C01394,Starter,Month-to-Month,Credit Card,41,True,20,947.775438801297,78.98128656677476
C01395,Starter,2-Year,PayPal,45,False,0,1154.135371754031,96.17794764616924
C01396,Starter,Annual,Invoice,31,True,0,1242.5056314885564,103.5421359573797
C01397,Enterprise,Month-to-Month,Credit Card,9,True,10,25576.385861238967,2131.3654884365806
C01398,Professional,Month-to-Month,PayPal,26,False,0,5608.8120710122685,467.401005917689
C01399,Starter,Annual,Invoice,13,True,10,1114.2776810869532,92.85647342391276
C01400,Starter,Month-to-Month,PayPal,57,True,10,1078.344792260682,89.86206602172349
C01401,Professional,2-Year,Invoice,48,True,0,5720.336883970653,476.6947403308877
C01402,Starter,2-Year,PayPal,26,True,0,1206.04981018248,100.50415084854001
C01403,Starter,Annual,Invoice,54,False,0,1418.3758992469416,118.1979916039118
C01404,Starter,Annual,PayPal,1,True,0,1191.7150595201665,99.3095882933472
C01405,Enterprise,Annual,Credit Card,40,False,0,23833.99870622466,1986.1665588520548
C01406,Starter,Month-to-Month,Invoice,9,True,10,1039.0926552075864,86.5910546006322
C01407,Starter,Annual,Invoice,31,False,10,1124.8629507471783,93.73857922893153
C01408,Enterprise,Month-to-Month,PayPal,24,True,0,21600.290542644787,1800.0242118870656
C01409,Starter,Annual,Invoice,45,True,10,1093.1162049516704,91.09301707930587
C01410,Enterprise,Month-to-Month,Credit Card,49,False,0,25069.97836941994,2089.1648641183283
C01411,Starter,Month-to-Month,PayPal,22,True,0,1098.2254293562758,91.51878577968965
C01412,Starter,Month-to-Month,PayPal,57,True,0,1391.7454663468554,115.97878886223795
C01413,Starter,Annual,PayPal,9,True,0,1387.3489067351202,115.61240889459334
C01414,Starter,Annual,Credit Card,39,True,10,1322.7494633864765,110.22912194887304
C01415,Starter,Month-to-Month,Credit Card,23,False,0,1268.5631648598032,105.71359707165027
C01416,Starter,Annual,Invoice,20,False,0,1249.870697125905,104.15589142715875
C01417,Starter,Month-to-Month,PayPal,55,True,0,1190.6469304030327,99.22057753358605
C01418,Starter,Annual,Credit Card,42,False,0,1208.1803052838845,100.68169210699038
C01419,Professional,Annual,Invoice,21,True,10,5900.589332484319,491.7157777070266
C01420,Professional,Month-to-Month,Credit Card,27,True,10,5409.280183212549,450.7733486010457
C01421,Enterprise,Month-to-Month,Credit Card,58,True,0,23638.022902012315,1969.8352418343595
C01422,Professional,2-Year,Credit Card,5,True,0,6335.355219983475,527.9462683319563
C01423,Enterprise,Annual,Invoice,17,True,0,22496.78585341269,1874.7321544510576
C01424,Starter,Month-to-Month,Credit Card,34,True,0,1389.63913284013,115.80326107001083
C01425,Starter,Annual,Credit Card,9,False,0,1201.0092752137512,100.0841062678126
C01426,Starter,Month-to-Month,Credit Card,34,True,0,1291.7707001307074,107.64755834422562
C01427,Professional,Month-to-Month,PayPal,10,True,20,4415.225544166654,367.93546201388784
C01428,Enterprise,Annual,Credit Card,59,True,0,23895.698187120637,1991.3081822600532
C01429,Professional,Month-to-Month,PayPal,44,True,0,5763.7919359019315,480.3159946584943
C01430,Starter,Annual,Credit Card,2,True,0,1157.8198819262368,96.48499016051973
C01431,Professional,Annual,PayPal,47,True,0,5317.517251995618,443.12643766630146
C01432,Starter,Month-to-Month,Credit Card,25,True,0,1326.757855492163,110.56315462434691
C01433,Starter,Annual,PayPal,3,True,0,1258.1388548611087,104.84490457175906
C01434,Professional,Month-to-Month,PayPal,34,False,0,5148.737730330556,429.0614775275463
C01435,Starter,Annual,PayPal,7,False,0,1174.500867046533,97.87507225387775
C01436,Starter,Annual,Credit Card,28,True,0,1173.8971002562173,97.82475835468477
C01437,Professional,2-Year,Invoice,9,True,0,6239.341626225224,519.9451355187687
C01438,Professional,Month-to-Month,PayPal,11,True,10,5321.62719181276,443.46893265106337
C01439,Starter,Month-to-Month,PayPal,29,False,10,1197.39988271395,99.78332355949584
C01440,Starter,Annual,PayPal,54,True,10,1184.1207375492268,98.67672812910223
C01441,Enterprise,Month-to-Month,PayPal,16,True,0,29296.414912305147,2441.367909358762
C01442,Starter,Annual,PayPal,39,True,0,932.7858815243201,77.73215679369333
C01443,Starter,Month-to-Month,Invoice,29,False,0,1364.084286398642,113.67369053322017
C01444,Starter,Annual,Credit Card,13,True,0,1295.3862661953306,107.94885551627755
C01445,Professional,Month-to-Month,Invoice,35,True,10,5305.430853897006,442.11923782475054
C01446,Starter,Annual,Credit Card,11,True,0,1169.203834581709,97.4336528818091
C01447,Starter,Annual,Invoice,35,True,10,1070.4671555052494,89.20559629210412
C01448,Starter,Month-to-Month,Credit Card,47,False,10,1106.7695383836342,92.23079486530285
C01449,Starter,Annual,PayPal,8,False,10,1021.5858311500774,85.13215259583978
C01450,Starter,Month-to-Month,Credit Card,7,False,10,906.8073531406615,75.56727942838846
C01451,Professional,Month-to-Month,Credit Card,5,True,0,5688.217117476494,474.0180931230412
C01452,Enterprise,Month-to-Month,PayPal,6,True,0,23362.19009041985,1946.849174201654
C01453,Enterprise,Annual,PayPal,57,True,0,25368.34330839931,2114.028609033276
C01454,Professional,Annual,Credit Card,51,True,0,5287.225299543092,440.60210829525766
C01455,Professional,Month-to-Month,Credit Card,35,False,0,6385.571882419339,532.1309902016116
C01456,Professional,2-Year,PayPal,30,True,0,5277.205601835477,439.76713348628977
C01457,Professional,Month-to-Month,Invoice,11,True,20,4990.675631805172,415.8896359837643
C01458,Professional,2-Year,PayPal,38,False,0,6331.4192354146835,527.6182696178903
C01459,Starter,Month-to-Month,Credit Card,27,False,10,1065.9200373532142,88.82666977943451
C01460,Starter,Annual,Credit Card,56,True,0,1205.536985125924,100.46141542716033
C01461,Enterprise,Annual,Credit Card,21,True,20,20539.12397408169,1711.5936645068075
C01462,Enterprise,Annual,PayPal,14,True,0,22603.020403481543,1883.5850336234619
C01463,Professional,2-Year,PayPal,49,False,0,6185.291441266202,515.4409534388502
C01464,Enterprise,Annual,Invoice,35,True,0,23158.199564727245,1929.8499637272705
C01465,Professional,Annual,Credit Card,29,False,10,6237.084307871488,519.7570256559574
C01466,Professional,Annual,Credit Card,24,True,0,6325.93761217469,527.1614676812242
C01467,Starter,Annual,PayPal,36,True,10,967.224723693393,80.60206030778275
C01468,Professional,Month-to-Month,Credit Card,41,True,0,7090.681394579036,590.8901162149197
C01469,Professional,2-Year,Invoice,45,True,0,6601.054129689788,550.0878441408157
C01470,Enterprise,Annual,PayPal,32,False,0,21104.533824926155,1758.7111520771796
C01471,Starter,Month-to-Month,Credit Card,6,True,10,915.1649847324064,76.26374872770053
C01472,Professional,Annual,PayPal,10,True,0,5263.259562369532,438.60496353079435
C01473,Professional,Annual,PayPal,20,True,10,4869.666674858491,405.8055562382076
C01474,Starter,Annual,Invoice,20,False,0,1218.1538550660093,101.51282125550078
C01475,Starter,Annual,PayPal,26,True,0,1209.8691983082194,100.82243319235162
C01476,Professional,Month-to-Month,Credit Card,21,False,0,6440.886254333086,536.7405211944239
C01477,Starter,Annual,Invoice,45,True,0,1162.7099919709394,96.89249933091162
C01478,Professional,2-Year,PayPal,23,True,0,5843.622390128599,486.9685325107166
C01479,Starter,Month-to-Month,Credit Card,46,True,10,1092.1512075256717,91.0126006271393
C01480,Starter,Annual,PayPal,12,True,10,1201.5955559473148,100.13296299560956
C01481,Starter,Month-to-Month,PayPal,55,True,0,972.8924505551852,81.07437087959876
C01482,Starter,Month-to-Month,Invoice,13,False,0,1169.228673171608,97.43572276430068
C01483,Starter,Annual,Invoice,10,True,0,1358.243686971381,113.18697391428175
C01484,Enterprise,Month-to-Month,Invoice,7,True,20,19330.13855674868,1610.8448797290566
C01485,Starter,Annual,Invoice,37,True,10,1048.1525281992967,87.34604401660806
C01486,Enterprise,Annual,Credit Card,12,True,0,22044.87188227486,1837.0726568562384
C01487,Enterprise,Month-to-Month,PayPal,25,False,0,26166.03332405445,2180.5027770045376
C01488,Enterprise,Annual,Invoice,2,False,20,18275.89253342222,1522.9910444518516
C01489,Starter,2-Year,Credit Card,40,True,0,1141.2935955348898,95.10779962790748
C01490,Professional,Month-to-Month,Invoice,26,True,20,5454.5935049361115,454.549458744676
C01491,Starter,Annual,PayPal,40,True,0,1074.374585188641,89.53121543238676
C01492,Starter,2-Year,Invoice,51,True,0,1395.7653029208816,116.3137752434068
C01493,Enterprise,2-Year,PayPal,5,True,0,24405.76637273097,2033.8138643942475
C01494,Starter,Annual,PayPal,8,False,0,1202.9454251339205,100.24545209449337
C01495,Enterprise,Month-to-Month,Credit Card,42,True,10,22216.472412799783,1851.3727010666487
C01496,Professional,Month-to-Month,Invoice,45,True,0,6012.468624539182,501.03905204493185
C01497,Starter,Month-to-Month,Invoice,9,True,0,1136.6326519094553,94.71938765912127
C01498,Starter,Annual,PayPal,39,True,20,993.0403847359601,82.75336539466333
C01499,Professional,Month-to-Month,Invoice,20,True,0,5706.080747813962,475.5067289844969
C01500,Professional,Annual,PayPal,52,True,0,6256.824527087855,521.4020439239879
C01501,Professional,Annual,Credit Card,51,False,0,7387.506378351024,615.625531529252
C01502,Starter,Month-to-Month,Invoice,11,True,0,1279.2194930785465,106.60162442321221
C01503,Starter,Month-to-Month,PayPal,40,True,0,1177.3586321031444,98.1132193419287
C01504,Starter,Annual,Invoice,22,False,0,1230.6677365703044,102.55564471419204
C01505,Starter,Month-to-Month,Invoice,16,False,0,1161.6190755826492,96.80158963188744
C01506,Starter,Annual,Credit Card,42,True,0,1177.9405410610204,98.16171175508504
C01507,Starter,2-Year,PayPal,38,True,0,1186.5931794154492,98.88276495128743
C01508,Starter,2-Year,Credit Card,42,False,0,1257.033608579788,104.75280071498234
C01509,Professional,Annual,Credit Card,10,True,0,6544.074991610126,545.3395826341772
C01510,Professional,Annual,Credit Card,25,True,0,7265.5248978046775,605.4604081503898
C01511,Starter,Annual,PayPal,59,True,0,1277.8139521569599,106.48449601307999
C01512,Professional,Annual,PayPal,19,False,0,5341.89390056811,445.15782504734256
C01513,Professional,Annual,Invoice,4,True,0,5231.430258552255,435.9525215460212
C01514,Professional,Month-to-Month,PayPal,19,True,20,4767.773813696929,397.3144844747441
C01515,Professional,Month-to-Month,Credit Card,3,True,0,6600.256192871644,550.0213494059703
C01516,Starter,Annual,PayPal,17,False,0,1175.0455142075389,97.9204595172949
C01517,Starter,2-Year,Invoice,14,True,10,1059.2148409090762,88.26790340908968
C01518,Starter,Annual,Credit Card,10,False,10,1177.1878734577074,98.09898945480894
C01519,Starter,Annual,Invoice,6,True,20,957.4303220836573,79.78586017363811
C01520,Professional,Annual,PayPal,31,True,0,6620.646117902553,551.7205098252127
C01521,Enterprise,Annual,Invoice,31,False,0,20388.434600332126,1699.036216694344
C01522,Starter,Annual,Invoice,48,True,0,1257.204341431599,104.76702845263326
C01523,Professional,2-Year,PayPal,9,False,0,4934.265542999697,411.1887952499747
C01524,Professional,Annual,Invoice,53,False,0,6159.98599993011,513.3321666608425
C01525,Starter,Month-to-Month,PayPal,12,False,10,1177.2705142547236,98.10587618789363
C01526,Enterprise,Annual,Credit Card,44,False,0,20092.431453727182,1674.3692878105985
C01527,Starter,Month-to-Month,Invoice,46,False,0,924.5713811242065,77.04761509368387
C01528,Enterprise,Annual,Credit Card,26,True,0,26042.39567294559,2170.1996394121325
C01529,Starter,Annual,PayPal,2,True,20,1003.1436370695649,83.59530308913041
C01530,Starter,Annual,PayPal,42,True,0,1068.1735409303078,89.01446174419232
C01531,Professional,Month-to-Month,Invoice,4,True,20,4917.292040626568,409.7743367188807
C01532,Enterprise,Month-to-Month,Invoice,32,False,10,20430.492701302326,1702.5410584418605
C01533,Starter,Month-to-Month,PayPal,28,True,20,942.8019381573632,78.56682817978027
C01534,Professional,Annual,PayPal,6,True,10,5255.097809431975,437.9248174526646
C01535,Professional,Month-to-Month,Credit Card,30,False,0,5201.567926295084,433.4639938579237
C01536,Starter,Annual,Credit Card,55,False,10,1177.318334312328,98.109861192694
C01537,Starter,2-Year,Invoice,28,False,0,1072.9120369711793,89.40933641426494
C01538,Starter,Month-to-Month,Invoice,13,False,0,1211.1185170356853,100.9265430863071
C01539,Starter,Annual,Invoice,55,True,0,1278.2468579188212,106.5205714932351
C01540,Professional,Annual,Invoice,46,False,0,5501.95418136515,458.4961817804292
C01541,Enterprise,Annual,Invoice,36,True,0,23340.302266809813,1945.0251889008177
C01542,Professional,2-Year,Invoice,10,False,0,5694.742281190943,474.5618567659119
C01543,Enterprise,Annual,Invoice,10,True,0,28138.78528165017,2344.8987734708476
C01544,Starter,Annual,Invoice,5,False,20,1047.8303363523635,87.3191946960303
C01545,Starter,Annual,Credit Card,29,True,0,1291.1846184740418,107.59871820617015
C01546,Enterprise,Month-to-Month,PayPal,36,True,0,29304.99925622897,2442.083271352414
C01547,Enterprise,Month-to-Month,PayPal,12,False,0,24845.056310250162,2070.4213591875136
C01548,Starter,Month-to-Month,Invoice,58,False,0,1159.6851265869245,96.64042721557705
C01549,Starter,Month-to-Month,PayPal,22,False,0,1027.2206809738248,85.60172341448539
C01550,Professional,Annual,Invoice,59,True,10,5022.254470425173,418.5212058687644
C01551,Starter,2-Year,Credit Card,46,True,0,1219.1112759085859,101.5926063257155
C01552,Starter,Annual,Invoice,39,True,0,1311.7663666315368,109.3138638859614
C01553,Professional,Month-to-Month,Credit Card,2,True,10,5046.898611930707,420.57488432755895
C01554,Enterprise,Month-to-Month,Credit Card,14,True,0,27800.808243232445,2316.7340202693704
C01555,Professional,Annual,Credit Card,10,False,0,5076.246676993242,423.0205564161035
C01556,Professional,Month-to-Month,Invoice,48,True,10,5197.247390353123,433.10394919609354
C01557,Starter,Annual,Credit Card,3,False,0,1248.4550778905934,104.03792315754946
C01558,Professional,Annual,Invoice,59,True,0,6078.7029809716405,506.5585817476367
C01559,Starter,Annual,Credit Card,8,True,0,1257.2070341142132,104.76725284285111
C01560,Enterprise,Month-to-Month,Credit Card,55,True,0,24308.430328299455,2025.7025273582879
C01561,Starter,Month-to-Month,PayPal,17,False,0,1277.7873565568782,106.48227971307318
C01562,Professional,Month-to-Month,Invoice,4,False,10,5268.2806513594405,439.02338761328673
C01563,Enterprise,Annual,PayPal,21,True,0,23278.582633988815,1939.8818861657346
C01564,Starter,2-Year,Credit Card,30,True,0,1101.002421000908,91.75020175007568
C01565,Enterprise,Month-to-Month,PayPal,19,True,0,29216.912167356717,2434.7426806130597
C01566,Starter,Month-to-Month,Credit Card,15,False,20,952.464758582346,79.3720632151955
C01567,Starter,Annual,PayPal,20,False,10,1127.036934295591,93.91974452463258
C01568,Starter,Month-to-Month,PayPal,58,True,10,1057.1754790291993,88.09795658576661
C01569,Enterprise,Annual,Invoice,42,True,0,27820.5277635187,2318.3773136265586
C01570,Enterprise,Month-to-Month,Invoice,30,True,10,21575.7863349085,1797.9821945757083
C01571,Starter,2-Year,PayPal,10,True,10,1115.368677769483,92.94738981412358
C01572,Starter,2-Year,PayPal,23,True,0,1095.315744772394,91.27631206436617
C01573,Enterprise,Annual,Invoice,24,True,20,22580.092086656772,1881.674340554731
C01574,Starter,Month-to-Month,Credit Card,12,True,10,1103.4353914753165,91.9529492896097
C01575,Professional,Month-to-Month,Credit Card,9,True,20,5662.494324937924,471.8745270781603
C01576,Professional,Annual,Credit Card,15,True,10,5075.5979454937415,422.9664954578118
C01577,Enterprise,Annual,Credit Card,29,True,10,20645.295132170788,1720.4412610142324
C01578,Professional,Annual,PayPal,18,True,20,4546.96975971664,378.9141466430533
C01579,Starter,Annual,Credit Card,20,True,0,1165.959879398478,97.16332328320651
C01580,Enterprise,Month-to-Month,PayPal,1,True,10,23048.391690601973,1920.6993075501643
C01581,Starter,2-Year,PayPal,3,True,0,954.2033531779798,79.51694609816498
C01582,Starter,Month-to-Month,Credit Card,8,False,10,1074.7870122381714,89.56558435318095
C01583,Starter,Month-to-Month,Credit Card,39,False,10,995.6875710940908,82.9739642578409
C01584,Enterprise,Month-to-Month,Credit Card,31,True,10,19681.809584530274,1640.1507987108562
C01585,Professional,Annual,Invoice,47,True,10,5652.854057004443,471.07117141703696
C01586,Starter,Month-to-Month,PayPal,8,False,0,1236.0019249904585,103.00016041587155
C01587,Professional,Annual,Credit Card,15,False,0,6517.843108677752,543.1535923898126
C01588,Starter,Month-to-Month,Invoice,59,True,0,1246.4860299674915,103.87383583062429
C01589,Enterprise,Month-to-Month,PayPal,22,True,0,24431.386402221106,2035.9488668517588
C01590,Starter,Annual,PayPal,32,False,0,1132.9709911409402,94.41424926174501
C01591,Professional,Month-to-Month,PayPal,5,True,0,5443.872332771595,453.6560277309663
C01592,Professional,Month-to-Month,Credit Card,44,False,0,6359.468589649729,529.9557158041441
C01593,Starter,Annual,Credit Card,44,True,0,1169.2999784545182,97.44166487120985
C01594,Enterprise,Annual,PayPal,58,False,0,24958.11913813937,2079.843261511614
C01595,Starter,Month-to-Month,PayPal,9,True,10,1079.5126665597495,89.95938887997913
C01596,Professional,2-Year,Invoice,53,True,0,4773.840289767544,397.8200241472953
C01597,Professional,2-Year,Invoice,41,False,0,6290.100415959618,524.1750346633015
C01598,Professional,Annual,PayPal,15,True,10,5062.02714821248,421.83559568437335
C01599,Starter,Month-to-Month,Invoice,47,True,0,1303.703793040323,108.64198275336025
C01600,Enterprise,Month-to-Month,PayPal,52,False,0,19538.70747284371,1628.225622736976
C01601,Starter,Annual,Invoice,44,True,0,1427.887292047424,118.99060767061866
C01602,Professional,Annual,PayPal,37,True,20,4513.924193073543,376.16034942279526
C01603,Professional,Month-to-Month,Credit Card,33,True,0,6282.716392243643,523.5596993536369
C01604,Enterprise,Annual,PayPal,22,True,10,20060.831679224328,1671.735973268694
C01605,Professional,Annual,Credit Card,51,False,0,5654.003435449806,471.1669529541505
C01606,Starter,Annual,PayPal,11,False,0,1282.2356829758983,106.85297358132486
C01607,Professional,Month-to-Month,Credit Card,58,True,0,5878.789015080502,489.89908459004187
C01608,Starter,Month-to-Month,Invoice,50,True,0,1184.0915717858709,98.67429764882257
C01609,Starter,2-Year,Credit Card,6,True,10,1171.741932167564,97.64516101396367
C01610,Enterprise,Annual,Invoice,17,False,0,24453.438316838605,2037.786526403217
C01611,Professional,Month-to-Month,PayPal,46,False,10,5642.059739294393,470.1716449411994
C01612,Starter,Annual,Invoice,44,False,0,1125.0342187744604,93.75285156453837
C01613,Professional,Annual,Invoice,57,False,0,6399.930538499847,533.3275448749872
C01614,Starter,Month-to-Month,Invoice,5,True,0,1213.3925401671477,101.11604501392897
C01615,Starter,Annual,PayPal,39,True,20,1001.3183464674396,83.4431955389533
C01616,Starter,Annual,Credit Card,59,True,0,1243.6522403827853,103.63768669856545
C01617,Professional,Month-to-Month,Invoice,58,True,0,6677.732462172319,556.4777051810266
C01618,Professional,Month-to-Month,PayPal,48,True,0,6302.891786728751,525.2409822273959
C01619,Professional,Month-to-Month,Invoice,57,False,0,5304.02153125168,442.00179427097333
C01620,Starter,Annual,Credit Card,9,True,0,1128.661243587082,94.05510363225683
C01621,Professional,Annual,Invoice,29,True,0,6135.793940014012,511.31616166783436
C01622,Starter,Month-to-Month,Invoice,23,True,20,998.2478092140063,83.18731743450053
C01623,Professional,Annual,Invoice,47,False,0,5205.066560066725,433.7555466722271
C01624,Enterprise,Month-to-Month,Credit Card,36,True,20,17294.626291062472,1441.2188575885393
C01625,Starter,Annual,Credit Card,31,True,0,1331.2279319968698,110.93566099973914
C01626,Professional,Month-to-Month,PayPal,20,True,0,7179.482956267174,598.2902463555978
C01627,Enterprise,Annual,Invoice,23,False,20,16023.805285501487,1335.3171071251238
C01628,Starter,Annual,Invoice,56,True,0,1230.9821208318904,102.58184340265753
