customer_id,country,industry,company_size,acquisition_channel
C01173,Canada,Manufacturing,201-500,Organic Search
C01174,USA,Retail,11-50,Paid Ads
C01175,Canada,Healthcare,501-1000,Paid Ads
C01176,UK,Healthcare,1000+,Paid Ads
C01177,France,Technology,1000+,Direct
C01178,USA,Technology,1-10,Event
C01179,France,Retail,501-1000,Organic Search
C01180,UK,Finance,1-10,Event
C01181,India,Education,1000+,Event
C01182,USA,Finance,501-1000,Paid Ads
C01183,Canada,Finance,51-200,Paid Ads
C01184,India,Healthcare,11-50,Event
C01185,USA,Education,51-200,Paid Ads
C01186,India,Healthcare,11-50,Direct
C01187,Germany,Education,201-500,Organic Search
C01188,USA,Manufacturing,1-10,Event
C01189,USA,Healthcare,1-10,Organic Search
C01190,Germany,Healthcare,201-500,Direct
C01191,USA,Healthcare,501-1000,Paid Ads
C01192,Canada,,201-500,Referral
C01193,USA,Healthcare,1000+,Direct
C01194,Canada,Technology,201-500,Referral
C01195,USA,Technology,11-50,Organic Search
C01196,Australia,Education,1000+,Event
C01197,India,Manufacturing,201-500,Paid Ads
C01198,India,Retail,1-10,Direct
C01199,Germany,Education,51-200,Paid Ads
C01200,USA,Technology,11-50,Referral
C01201,France,Retail,11-50,Referral
C01202,USA,Retail,501-1000,Event
C01203,USA,Manufacturing,51-200,Referral
C01204,USA,Retail,11-50,Event
C01205,UK,Healthcare,201-500,Direct
C01206,France,Retail,11-50,Event
C01207,Germany,Manufacturing,11-50,Referral
C01208,UK,Education,11-50,Organic Search
C01209,USA,Manufacturing,501-1000,Event
C01210,India,Manufacturing,11-50,Paid Ads
C01211,UK,Technology,11-50,Organic Search
C01212,UK,Healthcare,501-1000,Event
C01213,USA,Technology,1000+,Paid Ads
C01214,France,Education,51-200,Organic Search
C01215,Germany,Finance,1000+,Event
C01216,USA,Education,1-10,Direct
C01217,USA,Healthcare,501-1000,Paid Ads
C01218,Germany,Retail,501-1000,Direct
C01219,Germany,Manufacturing,11-50,Referral
C01220,USA,Finance,11-50,Event
C01221,India,Healthcare,1-10,Event
C01222,USA,Technology,11-50,Paid Ads
C01223,UK,Manufacturing,201-500,Event
C01224,India,Education,11-50,Referral
C01225,UK,Technology,11-50,Event
C01226,Canada,Healthcare,201-500,Organic Search
C01227,USA,Healthcare,1-10,Direct
C01228,USA,Education,201-500,Referral
C01229,India,Finance,501-1000,Referral
C01230,UK,Education,201-500,Direct
C01231,Australia,Retail,51-200,Direct
C01232,USA,Technology,501-1000,Referral
C01233,USA,Finance,11-50,Direct
C01234,USA,Manufacturing,501-1000,Paid Ads
C01235,Germany,Retail,1-10,Direct
C01236,USA,Finance,1-10,Organic Search
C01237,Australia,Technology,201-500,Organic Search
C01238,UK,Healthcare,501-1000,Paid Ads
C01239,India,Manufacturing,11-50,Direct
C01240,USA,Education,1-10,Organic Search
C01241,Australia,,1000+,Event
C01242,France,Retail,11-50,Direct
C01243,France,Retail,1000+,Paid Ads
C01244,France,Healthcare,51-200,Direct
C01245,France,Healthcare,1000+,Referral
C01246,Canada,Manufacturing,1-10,Referral
C01247,USA,Education,201-500,Organic Search
C01248,USA,Manufacturing,51-200,Referral
C01249,India,Healthcare,501-1000,Paid Ads
C01250,Canada,Healthcare,11-50,Organic Search
C01251,France,Retail,1-10,Paid Ads
C01252,UK,Healthcare,51-200,Paid Ads
C01253,USA,Finance,51-200,Referral
C01254,USA,Technology,1-10,Referral
C01255,Germany,,501-1000,Paid Ads
C01256,UK,Manufacturing,501-1000,Referral
C01257,USA,Education,201-500,Referral
C01258,UK,Education,1000+,Referral
C01259,USA,Education,501-1000,Direct
C01260,Canada,Finance,201-500,Paid Ads
C01261,USA,Manufacturing,1000+,Event
C01262,France,Finance,51-200,Paid Ads
C01263,USA,Healthcare,1-10,Organic Search
C01264,UK,Technology,501-1000,Referral
C01265,USA,Education,201-500,Referral
C01266,USA,Manufacturing,51-200,Event
C01267,USA,Education,501-1000,Organic Search
C01268,UK,Finance,11-50,Direct
C01269,Canada,Retail,51-200,Paid Ads
C01270,USA,Healthcare,501-1000,Direct
C01271,Germany,Technology,51-200,Organic Search
C01272,Australia,Healthcare,1-10,Event
C01273,France,Retail,1-10,Organic Search
C01274,USA,Technology,1-10,Event
C01275,UK,Retail,1000+,Direct
C01276,USA,Healthcare,11-50,Direct
C01277,USA,Finance,1-10,Organic Search
C01278,India,Healthcare,11-50,Organic Search
C01279,USA,Healthcare,1-10,Referral
C01280,UK,Healthcare,1000+,Event
C01281,Canada,Manufacturing,51-200,Referral
C01282,Germany,Retail,501-1000,Paid Ads
C01283,Canada,Retail,501-1000,Paid Ads
C01284,USA,Education,1-10,Organic Search
C01285,USA,Retail,501-1000,Direct
C01286,UK,Education,1-10,Paid Ads
C01287,USA,Manufacturing,1-10,Paid Ads
C01288,USA,Finance,201-500,Referral
C01289,USA,Education,201-500,Referral
C01290,USA,Healthcare,201-500,Paid Ads
C01291,USA,Finance,11-50,Organic Search
C01292,USA,Manufacturing,201-500,Referral
C01293,Canada,Retail,1-10,Paid Ads
C01294,Germany,Education,1000+,Direct
C01295,France,Healthcare,1000+,Referral
C01296,USA,Technology,51-200,Paid Ads
C01297,USA,Technology,201-500,Event
C01298,USA,Finance,1000+,Referral
C01299,Canada,Retail,201-500,Event
C01300,Germany,Technology,51-200,Referral
C01301,USA,Finance,1000+,Referral
C01302,India,Manufacturing,1-10,Event
C01303,USA,Finance,11-50,Organic Search
C01304,UK,Finance,201-500,Paid Ads
C01305,Germany,Finance,1000+,Organic Search
C01306,Australia,Healthcare,1000+,Organic Search
C01307,Germany,Finance,51-200,Paid Ads
C01308,France,Education,1-10,Direct
C01309,USA,Finance,501-1000,Organic Search
C01310,France,Healthcare,1000+,Organic Search
C01311,USA,Healthcare,11-50,Organic Search
C01312,Australia,Manufacturing,51-200,Direct
C01313,UK,Retail,1000+,Referral
C01314,France,Technology,1000+,Event
C01315,UK,Technology,51-200,Event
C01316,Canada,Finance,51-200,Direct
C01317,UK,Manufacturing,201-500,Organic Search
C01318,Germany,Finance,1000+,Event
C01319,USA,Technology,501-1000,Direct
C01320,USA,Healthcare,11-50,Paid Ads
C01321,USA,Retail,1-10,Event
C01322,USA,Manufacturing,1-10,Paid Ads
C01323,Australia,Healthcare,501-1000,Organic Search
C01324,USA,Retail,51-200,Event
C01325,India,Manufacturing,51-200,Direct
C01326,USA,Manufacturing,51-200,Referral
C01327,USA,Technology,1000+,Event
C01328,France,Healthcare,51-200,Event
C01329,Germany,Manufacturing,51-200,Event
C01330,UK,Education,1000+,Event
C01331,Canada,Manufacturing,1000+,Direct
C01332,Germany,Retail,501-1000,Direct
C01333,USA,Technology,201-500,Referral
C01334,India,Finance,1000+,Direct
C01335,India,Technology,11-50,Direct
C01336,Germany,Finance,51-200,Organic Search
C01337,USA,Healthcare,201-500,Organic Search
C01338,Germany,,1-10,Paid Ads
C01339,USA,Manufacturing,501-1000,Referral
C01340,USA,Education,201-500,Organic Search
C01341,USA,Healthcare,1000+,Referral
C01342,UK,Manufacturing,51-200,Referral
C01343,Australia,Technology,51-200,Event
C01344,Germany,Healthcare,51-200,Referral
C01345,Germany,Technology,201-500,Event
C01346,UK,Technology,51-200,Paid Ads
C01347,USA,Education,1000+,Paid Ads
C01348,USA,Healthcare,201-500,Paid Ads
C01349,India,Technology,51-200,Event
C01350,USA,Education,1-10,Event
C01351,Australia,Education,1-10,Paid Ads
C01352,Canada,Healthcare,11-50,Event
C01353,UK,Education,51-200,Direct
C01354,Germany,Healthcare,51-200,Direct
C01355,UK,Healthcare,201-500,Event
C01356,Australia,Finance,201-500,Event
C01357,India,Technology,51-200,Organic Search
C01358,UK,,11-50,Organic Search
C01359,USA,Healthcare,51-200,Referral
C01360,Canada,Technology,1000+,Referral
C01361,India,Education,201-500,Referral
C01362,USA,Manufacturing,51-200,Paid Ads
C01363,Canada,Healthcare,201-500,Direct
C01364,Canada,Education,51-200,Paid Ads
C01365,Germany,Education,501-1000,Event
C01366,USA,Education,201-500,Organic Search
C01367,Germany,Education,11-50,Event
C01368,India,Education,501-1000,Event
C01369,USA,Healthcare,1000+,Organic Search
C01370,USA,Retail,51-200,Event
C01371,India,Finance,1000+,Referral
C01372,USA,Education,201-500,Organic Search
C01373,Australia,Education,501-1000,Event
C01374,UK,Finance,1000+,Referral
C01375,USA,Healthcare,11-50,Referral
C01376,Australia,Technology,201-500,Direct
C01377,UK,Manufacturing,501-1000,Referral
C01378,UK,Manufacturing,1000+,Paid Ads
C01379,USA,Technology,501-1000,Organic Search
C01380,Canada,Healthcare,501-1000,Organic Search
C01381,USA,Manufacturing,1000+,Organic Search
C01382,USA,Finance,1-10,Event
C01383,India,Technology,51-200,Event
C01384,USA,Retail,201-500,Paid Ads
C01385,Germany,Healthcare,201-500,Referral
C01386,USA,Technology,201-500,Event
C01387,France,Manufacturing,501-1000,Referral
C01388,USA,Healthcare,1000+,Referral
C01389,India,Finance,51-200,Event
C01390,UK,Healthcare,11-50,Event
C01391,USA,Healthcare,201-500,Paid Ads
C01392,USA,Finance,1000+,Direct
C01393,USA,Education,51-200,Organic Search
C01394,UK,Finance,51-200,Event
C01395,USA,Healthcare,1-10,Event
C01396,France,Finance,1000+,Referral
C01397,UK,Education,201-500,Direct
C01398,USA,Technology,501-1000,Event
C01399,Canada,Finance,51-200,Direct
C01400,Germany,Finance,51-200,Organic Search
C01401,USA,Healthcare,11-50,Referral
C01402,USA,Technology,1-10,Paid Ads
C01403,USA,Retail,51-200,Organic Search
C01404,Germany,Retail,51-200,Direct
C01405,Germany,Manufacturing,501-1000,Direct
C01406,UK,Finance,501-1000,Organic Search
C01407,France,Finance,11-50,Direct
C01408,France,Technology,1000+,Paid Ads
C01409,Canada,Education,11-50,Paid Ads
C01410,Australia,Retail,11-50,Direct
C01411,USA,Manufacturing,501-1000,Direct
C01412,USA,Technology,1000+,Paid Ads
C01413,USA,Finance,501-1000,Direct
C01414,USA,Retail,1-10,Event
C01415,UK,Manufacturing,201-500,Referral
C01416,India,Healthcare,201-500,Event
C01417,USA,Retail,1-10,Direct
C01418,USA,Manufacturing,201-500,Direct
C01419,UK,Technology,1000+,Referral
C01420,India,Healthcare,501-1000,Direct
C01421,USA,Manufacturing,201-500,Referral
C01422,UK,Manufacturing,1000+,Paid Ads
C01423,USA,Finance,501-1000,Referral
C01424,USA,Education,1000+,Referral
C01425,India,Retail,1-10,Event
C01426,India,Finance,11-50,Direct
C01427,USA,Healthcare,1-10,Paid Ads
C01428,India,Education,201-500,Organic Search
C01429,Canada,Manufacturing,501-1000,Referral
C01430,Australia,Finance,1000+,Organic Search
C01431,UK,Education,201-500,Direct
C01432,UK,Retail,201-500,Referral
C01433,UK,Healthcare,11-50,Organic Search
C01434,Germany,Technology,201-500,Event
C01435,USA,Finance,11-50,Organic Search
C01436,USA,Healthcare,501-1000,Event
C01437,USA,Technology,501-1000,Paid Ads
C01438,Germany,Finance,1000+,Direct
C01439,USA,Healthcare,11-50,Organic Search
C01440,Germany,Healthcare,1-10,Referral
C01441,India,Education,501-1000,Direct
C01442,USA,Finance,1000+,Organic Search
C01443,Germany,Healthcare,1-10,Referral
C01444,UK,Manufacturing,501-1000,Referral
C01445,Australia,Finance,501-1000,Referral
C01446,USA,Healthcare,1000+,Referral
C01447,Germany,Education,1000+,Organic Search
C01448,France,Technology,51-200,Paid Ads
C01449,India,Technology,201-500,Event
C01450,Germany,Manufacturing,201-500,Event
C01451,UK,Finance,1-10,Event
C01452,Canada,Education,201-500,Paid Ads
C01453,Australia,Healthcare,1-10,Referral
C01454,Canada,Healthcare,501-1000,Referral
C01455,USA,Technology,51-200,Direct
C01456,India,Education,51-200,Event
C01457,Germany,,501-1000,Event
C01458,Germany,Technology,1000+,Referral
C01459,USA,Technology,11-50,Event
C01460,Germany,Manufacturing,11-50,Referral
C01461,USA,Finance,201-500,Referral
C01462,Germany,Healthcare,1000+,Referral
C01463,USA,Finance,1-10,Organic Search
C01464,Germany,Education,51-200,Organic Search
C01465,India,Retail,201-500,Organic Search
C01466,USA,Retail,501-1000,Organic Search
C01467,India,Retail,1000+,Paid Ads
C01468,UK,,51-200,Direct
C01469,Australia,Technology,1-10,Direct
C01470,France,Finance,1-10,Referral
C01471,Canada,Healthcare,11-50,Event
C01472,Germany,,201-500,Organic Search
C01473,Australia,,501-1000,Direct
C01474,UK,Retail,51-200,Direct
C01475,USA,Retail,1-10,Organic Search
C01476,Germany,Healthcare,51-200,Paid Ads
C01477,France,Education,501-1000,Paid Ads
C01478,France,Education,51-200,Direct
C01479,France,Education,201-500,Paid Ads
C01480,UK,Manufacturing,11-50,Organic Search
C01481,France,Technology,51-200,Direct
C01482,USA,Manufacturing,1000+,Organic Search
C01483,UK,Finance,11-50,Paid Ads
C01484,USA,Manufacturing,501-1000,Organic Search
C01485,USA,Finance,11-50,Paid Ads
C01486,USA,Finance,51-200,Paid Ads
C01487,USA,Technology,51-200,Organic Search
C01488,Germany,,1000+,Paid Ads
C01489,USA,Technology,1-10,Referral
C01490,UK,Education,1000+,Organic Search
C01491,USA,Education,51-200,Referral
C01492,USA,Manufacturing,11-50,Organic Search
C01493,USA,Finance,1000+,Paid Ads
C01494,USA,Retail,1000+,Paid Ads
C01495,Canada,Retail,1-10,Direct
C01496,Germany,Finance,51-200,Direct
C01497,Canada,Technology,51-200,Referral
C01498,UK,Healthcare,501-1000,Paid Ads
C01499,USA,Technology,1-10,Direct
C01500,Australia,Finance,501-1000,Paid Ads
C01501,UK,Finance,501-1000,Organic Search
C01502,UK,Healthcare,501-1000,Direct
C01503,USA,,201-500,Referral
C01504,USA,Manufacturing,501-1000,Direct
C01505,USA,Healthcare,1000+,Paid Ads
C01506,USA,Manufacturing,11-50,Event
C01507,Canada,Retail,1000+,Event
C01508,UK,Manufacturing,1000+,Paid Ads
C01509,Canada,Manufacturing,51-200,Organic Search
C01510,France,Manufacturing,201-500,Direct
C01511,France,Retail,501-1000,Event
C01512,Germany,,51-200,Organic Search
C01513,India,Education,1-10,Paid Ads
C01514,USA,Retail,1-10,Organic Search
C01515,USA,Healthcare,51-200,Paid Ads
C01516,USA,Technology,11-50,Direct
C01517,Canada,Healthcare,51-200,Organic Search
C01518,Australia,Technology,51-200,Direct
C01519,USA,Healthcare,201-500,Organic Search
C01520,India,Education,1-10,Paid Ads
C01521,USA,Technology,1-10,Paid Ads
C01522,India,Technology,501-1000,Organic Search
C01523,USA,Finance,1000+,Paid Ads
C01524,USA,Technology,51-200,Referral
C01525,UK,Technology,51-200,Referral
C01526,USA,Finance,11-50,Direct
C01527,USA,Manufacturing,1-10,Referral
C01528,USA,Manufacturing,11-50,Referral
C01529,France,Finance,201-500,Event
C01530,UK,Retail,501-1000,Event
C01531,USA,Technology,11-50,Event
C01532,Canada,Technology,1-10,Event
C01533,Germany,Finance,201-500,Paid Ads
C01534,USA,,51-200,Direct
C01535,UK,Retail,201-500,Direct
C01536,USA,Education,1000+,Referral
C01537,USA,Manufacturing,11-50,Direct
C01538,Germany,Healthcare,1-10,Referral
C01539,USA,Education,11-50,Direct
C01540,UK,Manufacturing,51-200,Organic Search
C01541,Germany,,51-200,Organic Search
C01542,USA,Education,1-10,Direct
C01543,Canada,Finance,1000+,Paid Ads
C01544,USA,Retail,501-1000,Referral
C01545,India,,201-500,Direct
C01546,UK,Retail,201-500,Referral
C01547,France,Manufacturing,51-200,Event
C01548,Canada,Education,11-50,Direct
C01549,USA,Technology,11-50,Paid Ads
C01550,Canada,Healthcare,1000+,Event
C01551,India,Retail,501-1000,Direct
C01552,Canada,Retail,11-50,Organic Search
C01553,France,Healthcare,201-500,Direct
C01554,Australia,Retail,11-50,Organic Search
C01555,USA,Retail,501-1000,Organic Search
C01556,USA,Manufacturing,201-500,Direct
C01557,Canada,Manufacturing,11-50,Direct
C01558,UK,Healthcare,201-500,Organic Search
C01559,France,Technology,51-200,Referral
C01560,India,Education,51-200,Event
C01561,USA,Education,1000+,Paid Ads
C01562,USA,Retail,51-200,Direct
C01563,France,Technology,11-50,Event
C01564,USA,Healthcare,501-1000,Event
C01565,France,Healthcare,201-500,Referral
C01566,UK,Manufacturing,1-10,Event
C01567,Germany,Retail,51-200,Direct
C01568,USA,Finance,51-200,Event
C01569,Canada,Healthcare,1-10,Direct
C01570,UK,Retail,1-10,Direct
C01571,Canada,Technology,11-50,Organic Search
C01572,USA,Manufacturing,201-500,Referral
C01573,Germany,Education,51-200,Paid Ads
C01574,Australia,Technology,501-1000,Organic Search
C01575,USA,Healthcare,11-50,Paid Ads
C01576,USA,,11-50,Direct
C01577,USA,Technology,501-1000,Organic Search
C01578,Canada,Healthcare,501-1000,Event
C01579,Canada,Retail,1000+,Event
C01580,UK,Healthcare,501-1000,Paid Ads
C01581,USA,Manufacturing,1-10,Direct
C01582,USA,Retail,51-200,Paid Ads
C01583,Canada,Finance,1000+,Referral
C01584,UK,Healthcare,1-10,Event
C01585,India,Healthcare,1000+,Organic Search
C01586,USA,Manufacturing,51-200,Organic Search
C01587,Germany,Manufacturing,1000+,Organic Search
C01588,UK,Education,1-10,Event
C01589,UK,,201-500,Direct
C01590,Germany,Technology,51-200,Event
C01591,Germany,Technology,11-50,Event
C01592,India,Manufacturing,51-200,Organic Search
C01593,USA,Technology,51-200,Event
C01594,USA,Technology,51-200,Organic Search
C01595,Germany,Finance,201-500,Direct
C01596,Canada,Technology,1-10,Referral
C01597,USA,Healthcare,11-50,Organic Search
C01598,USA,Education,1-10,Paid Ads
C01599,USA,Manufacturing,1000+,Referral
C01600,Australia,Retail,1000+,Direct
C01601,USA,Education,1000+,Referral
C01602,USA,Finance,1-10,Organic Search
C01603,USA,Manufacturing,501-1000,Direct
C01604,USA,Manufacturing,201-500,Paid Ads
C01605,USA,Healthcare,501-1000,Organic Search
C01606,UK,Education,1000+,Organic Search
C01607,USA,Education,201-500,Direct
C01608,France,Technology,1-10,Direct
C01609,USA,Healthcare,1000+,Referral
C01610,UK,Technology,1-10,Paid Ads
C01611,Australia,Technology,201-500,Referral
C01612,Germany,Manufacturing,1-10,Referral
C01613,UK,Education,1-10,Organic Search
C01614,USA,Technology,11-50,Direct
C01615,USA,Finance,501-1000,Organic Search
C01616,Germany,Finance,501-1000,Paid Ads
C01617,India,Education,501-1000,Referral
C01618,Germany,Finance,51-200,Paid Ads
C01619,Canada,Manufacturing,11-50,Direct
C01620,Germany,Healthcare,1000+,Direct
C01621,UK,Retail,1000+,Event
C01622,USA,Technology,1000+,Paid Ads
C01623,Canada,Retail,501-1000,Organic Search
C01624,India,Healthcare,501-1000,Paid Ads
C01625,USA,Healthcare,11-50,Referral
C01626,Germany,Manufacturing,1-10,Direct
C01627,USA,,501-1000,Direct
C01628,UK,Finance,1000+,Paid Ads
C01629,USA,Healthcare,1-10,Paid Ads
C01630,UK,Manufacturing,501-1000,Paid Ads
C01631,France,Manufacturing,201-500,Referral
C01632,USA,Education,51-200,Referral
C01633,Germany,Technology,501-1000,Organic Search
C01634,France,Finance,201-500,Paid Ads
C01635,India,Healthcare,11-50,Organic Search
C01636,USA,Education,201-500,Event
C01637,USA,Retail,11-50,Referral
C01638,USA,,501-1000,Direct
C01639,India,Technology,11-50,Event
C01640,India,Manufacturing,201-500,Direct
C01641,UK,Healthcare,51-200,Event
C01642,France,Finance,1-10,Organic Search
C01643,UK,Retail,1-10,Organic Search
C01644,Canada,Technology,51-200,Referral
C01645,USA,Technology,1000+,Direct
C01646,France,Education,1-10,Event
C01647,USA,Finance,501-1000,Paid Ads
C01648,France,Retail,1000+,Paid Ads
C01649,France,Technology,501-1000,Referral
C01650,Germany,Healthcare,201-500,Direct
C01651,USA,Technology,201-500,Paid Ads
C01652,USA,Retail,1000+,Referral
C01653,USA,,1000+,Referral
C01654,USA,Manufacturing,1000+,Direct
C01655,USA,Education,1000+,Paid Ads
C01656,India,Finance,11-50,Paid Ads
C01657,Canada,Retail,1000+,Paid Ads
C01658,USA,Education,1000+,Organic Search
C01659,USA,Technology,201-500,Paid Ads
C01660,UK,Technology,501-1000,Event
C01661,Canada,Manufacturing,201-500,Organic Search
C01662,UK,Education,1-10,Organic Search
C01663,India,Manufacturing,11-50,Organic Search
C01664,UK,Healthcare,11-50,Organic Search
C01665,India,Manufacturing,501-1000,Referral
C01666,Australia,Healthcare,1000+,Event
C01667,USA,Technology,201-500,Direct
C01668,India,Education,1-10,Paid Ads
C01669,USA,Healthcare,201-500,Organic Search
C01670,France,Education,1000+,Direct
C01671,USA,Education,1000+,Referral
C01672,Australia,Healthcare,51-200,Direct
C01673,Australia,Finance,201-500,Organic Search
C01674,France,Manufacturing,501-1000,Event
C01675,France,Healthcare,201-500,Direct
C01676,USA,Technology,11-50,Organic Search
C01677,USA,Education,1-10,Organic Search
C01678,UK,Retail,501-1000,Paid Ads
C01679,USA,Healthcare,51-200,Paid Ads
C01680,Germany,Manufacturing,1-10,Event
C01681,USA,Education,1-10,Paid Ads
C01682,India,Finance,11-50,Event
C01683,Canada,Technology,11-50,Referral
C01684,France,Finance,11-50,Referral
C01685,USA,Retail,501-1000,Paid Ads
C01686,Australia,Healthcare,201-500,Referral
C01687,India,Education,1-10,Direct
C01688,UK,Healthcare,201-500,Direct
C01689,Canada,Manufacturing,201-500,Direct
C01690,France,Healthcare,11-50,Referral
C01691,USA,,201-500,Direct
C01692,UK,Retail,1-10,Event
C01693,USA,Finance,1-10,Organic Search
C01694,USA,Retail,1000+,Paid Ads
C01695,USA,Education,51-200,Event
C01696,USA,Healthcare,501-1000,Direct
C01697,USA,Education,201-500,Organic Search
C01698,USA,Finance,501-1000,Paid Ads
C01699,India,Education,501-1000,Event
C01700,UK,Manufacturing,501-1000,Paid Ads
C01701,India,Retail,1000+,Referral
C01702,UK,Finance,501-1000,Direct
C01703,USA,Finance,1000+,Event
C01704,UK,Finance,1-10,Event
C01705,UK,Technology,201-500,Organic Search
C01706,USA,,1000+,Organic Search
C01707,Canada,Education,51-200,Organic Search
C01708,USA,Finance,501-1000,Paid Ads
C01709,Canada,Retail,51-200,Direct
C01710,Germany,Finance,1-10,Paid Ads
C01711,USA,Manufacturing,1-10,Direct
C01712,USA,Manufacturing,11-50,Event
C01713,France,Manufacturing,501-1000,Paid Ads
C01714,UK,Healthcare,11-50,Paid Ads
C01715,USA,Finance,51-200,Paid Ads
C01716,India,,201-500,Referral
C01717,USA,Retail,11-50,Direct
C01718,Germany,Healthcare,1-10,Direct
C01719,India,Retail,501-1000,Paid Ads
C01720,USA,Retail,51-200,Referral
C01721,USA,Retail,1000+,Paid Ads
C01722,USA,Education,1-10,Direct
C01723,USA,Healthcare,1000+,Event
C01724,USA,Education,201-500,Referral
C01725,Germany,Finance,501-1000,Referral
C01726,USA,Healthcare,201-500,Paid Ads
C01727,UK,Finance,201-500,Event
C01728,India,Finance,501-1000,Direct
C01729,France,Retail,501-1000,Organic Search
C01730,Canada,Healthcare,1000+,Direct
C01731,USA,Finance,201-500,Direct
C01732,Canada,Manufacturing,51-200,Event
C01733,UK,,1000+,Referral
C01734,UK,Manufacturing,501-1000,Direct
C01735,USA,Healthcare,1-10,Referral
C01736,Australia,Education,1000+,Event
C01737,UK,,11-50,Event
C01738,USA,Education,51-200,Paid Ads
C01739,USA,Education,1000+,Organic Search
C01740,UK,Healthcare,501-1000,Event
C01741,France,Finance,501-1000,Event
C01742,Germany,Technology,51-200,Referral
C01743,France,Finance,11-50,Event
C01744,USA,Finance,1000+,Direct
C01745,UK,Retail,1000+,Paid Ads
C01746,UK,Retail,201-500,Paid Ads
C01747,USA,Finance,1-10,Direct
C01748,USA,Manufacturing,501-1000,Event
C01749,France,Education,1000+,Organic Search
C01750,USA,Retail,1000+,Event
C01751,UK,Finance,1000+,Paid Ads
C01752,USA,Technology,11-50,Organic Search
C01753,USA,Manufacturing,1-10,Referral
C01754,USA,Healthcare,1000+,Referral
C01755,India,Finance,51-200,Event
C01756,France,Finance,501-1000,Event
C01757,India,Education,201-500,Organic Search
C01758,UK,Manufacturing,51-200,Organic Search
C01759,USA,Retail,501-1000,Event
C01760,UK,Retail,11-50,Paid Ads
C01761,UK,Retail,1-10,Referral
C01762,France,Healthcare,1-10,Organic Search
C01763,USA,Manufacturing,501-1000,Paid Ads
C01764,UK,Manufacturing,51-200,Event
C01765,USA,Retail,201-500,Direct
C01766,USA,Retail,11-50,Organic Search
C01767,Germany,Education,501-1000,Direct
C01768,UK,Technology,11-50,Paid Ads
C01769,USA,Technology,1-10,Referral
C01770,USA,Finance,1000+,Paid Ads
C01771,UK,Finance,1000+,Referral
C01772,France,Manufacturing,201-500,Paid Ads
C01773,Australia,Manufacturing,11-50,Organic Search
C01774,India,Healthcare,501-1000,Organic Search
C01775,France,Healthcare,201-500,Direct
C01776,USA,Technology,51-200,Paid Ads
C01777,Germany,Finance,1000+,Paid Ads
C01778,UK,Technology,501-1000,Direct
C01779,USA,Technology,11-50,Event
C01780,France,Finance,201-500,Paid Ads
C01781,USA,Healthcare,501-1000,Paid Ads
C01782,India,Education,201-500,Paid Ads
C01783,UK,Education,201-500,Event
C01784,Canada,Education,201-500,Organic Search
C01785,Germany,Finance,11-50,Direct
C01786,Australia,Retail,501-1000,Event
C01787,Canada,Retail,1-10,Referral
C01788,Canada,Retail,1-10,Referral
C01789,USA,Manufacturing,11-50,Event
C01790,UK,Healthcare,11-50,Event
C01791,USA,Healthcare,1000+,Organic Search
C01792,Germany,Manufacturing,201-500,Referral
C01793,UK,Technology,501-1000,Direct
C01794,Germany,Education,501-1000,Paid Ads
C01795,USA,,51-200,Paid Ads
C01796,USA,Education,51-200,Organic Search
C01797,Germany,Retail,1-10,Organic Search
C01798,USA,Education,51-200,Referral
C01799,USA,Technology,51-200,Direct
C01800,USA,Education,1-10,Direct
C01801,India,Education,1000+,Event
C01802,Germany,Finance,1-10,Organic Search
C01803,USA,Education,51-200,Paid Ads
C01804,USA,Finance,501-1000,Paid Ads
C01805,USA,Healthcare,51-200,Referral
C01806,France,Manufacturing,201-500,Paid Ads
C01807,Germany,Education,201-500,Direct
C01808,USA,Healthcare,201-500,Direct
C01809,USA,Finance,1000+,Organic Search
C01810,USA,Education,11-50,Referral
C01811,Germany,Education,201-500,Paid Ads
C01812,France,Technology,501-1000,Organic Search
C01813,USA,Healthcare,1000+,Event
C01814,USA,Retail,11-50,Event
C01815,USA,Retail,11-50,Paid Ads
C01816,India,Technology,201-500,Paid Ads
C01817,USA,Finance,51-200,Paid Ads
C01818,France,Retail,1-10,Direct
C01819,Canada,Retail,51-200,Paid Ads
C01820,USA,Manufacturing,51-200,Event
C01821,USA,Healthcare,11-50,Paid Ads
C01822,USA,,11-50,Referral
C01823,Canada,Education,1000+,Event
C01824,France,Healthcare,1000+,Referral
C01825,Canada,Finance,11-50,Event
C01826,UK,Retail,501-1000,Organic Search
C01827,USA,Manufacturing,501-1000,Event
C01828,India,Healthcare,1-10,Event
C01829,France,Retail,11-50,Referral
C01830,USA,Finance,201-500,Referral
C01831,India,Healthcare,1000+,Event
C01832,Canada,,11-50,Event
C01833,Canada,Healthcare,501-1000,Direct
C01834,Germany,Retail,11-50,Organic Search
C01835,France,Healthcare,501-1000,Organic Search
C01836,Germany,Education,11-50,Paid Ads
C01837,USA,Manufacturing,201-500,Event
C01838,USA,Manufacturing,1-10,Event
C01839,India,Retail,201-500,Event
C01840,USA,Finance,501-1000,Event
C01841,USA,Retail,1000+,Organic Search
C01842,UK,Manufacturing,1000+,Referral
C01843,UK,Technology,51-200,Direct
C01844,Canada,Technology,201-500,Referral
C01845,India,Healthcare,11-50,Referral
C01846,USA,Education,1-10,Organic Search
C01847,USA,Healthcare,11-50,Direct
C01848,USA,Technology,11-50,Event
C01849,Australia,Manufacturing,201-500,Organic Search
