customer_id,emails_opened,emails_clicked,csat_score,nps_score
C00794,5,1,,4.291593451630489
C00795,3,2,2.83994186583098,8.420178966497826
C00796,4,1,4.548257825770148,
C00797,2,2,4.48551849642742,9.87029079136005
C00798,5,1,3.3435286693158273,
C00799,3,0,4.43859304826108,5.866835700029951
C00800,4,0,,6.696898095611479
C00801,4,1,,4.598411820790458
C00802,7,1,,
C00803,4,0,,
C00804,5,0,,
C00805,6,0,5.0,10.0
C00806,4,1,4.266483174218082,
C00807,1,1,2.3939479261999668,1.7123778995059968
C00808,7,1,,7.620335321864086
C00809,3,4,4.368454473127662,9.615645736122058
C00810,4,1,1.2727129818801706,
C00811,6,1,4.517198321847822,
C00812,2,0,4.5001063609498715,
C00813,5,1,4.400936398091976,5.8498146724223865
C00814,6,0,3.059261106899495,
C00815,3,0,,1.2336328555758072
C00816,4,1,4.682524846618658,
C00817,4,0,,
C00818,4,1,,
C00819,3,1,4.793430844716651,
C00820,3,2,4.386136475980072,5.394332695402579
C00821,6,0,4.197686096476218,7.595372707683605
C00822,1,0,4.670053678485623,
C00823,6,1,4.899682673641583,9.221733176999047
C00824,5,0,3.2423827204586013,
C00825,8,0,,
C00826,7,0,2.5718814659033487,
C00827,2,0,,
C00828,8,1,5.0,10.0
C00829,3,1,3.068173548014805,
C00830,4,1,4.492697846017986,
C00831,4,0,3.9388433260460687,6.044044473543502
C00832,4,1,,9.058063352664664
C00833,9,2,,
C00834,2,0,5.0,
C00835,6,1,4.020852416724917,
C00836,4,1,5.0,7.315742512523253
C00837,2,1,5.0,
C00838,6,1,,
C00839,2,0,1.6397898455820965,
C00840,5,0,4.849914210661032,8.117938447158176
C00841,5,1,,
C00842,5,2,5.0,6.3365869472318535
C00843,5,0,4.287518057463087,
C00844,2,2,4.097017839882137,
C00845,6,0,,
C00846,6,1,,
C00847,6,1,,
C00848,4,0,4.563168612783496,
C00849,6,2,4.861281394127501,
C00850,6,1,2.641688697681717,
C00851,4,1,3.8307782425275327,
C00852,3,1,,7.330431528053517
C00853,3,0,,
C00854,3,0,5.0,8.454814212602097
C00855,6,2,3.113130882562267,
C00856,3,0,,2.021014888316488
C00857,1,2,,1.7680339179788658
C00858,6,0,3.551663032146747,
C00859,3,1,4.760506919856123,9.276893981944223
C00860,6,0,,2.158327706580801
C00861,2,1,2.8731780449878266,6.686492912916971
C00862,10,0,,
C00863,0,1,2.6700647438786786,
C00864,5,1,1.0,2.0768049925461964
C00865,4,0,,
C00866,3,0,1.7669249876026796,3.578251629806955
C00867,4,2,,8.41455299632495
C00868,13,0,,
C00869,3,0,3.9353710150537635,10.0
C00870,2,1,,10.0
C00871,3,0,4.225111987410518,
C00872,7,0,,
C00873,2,3,3.6157783678871915,9.879615672541366
C00874,10,0,4.3724484877354675,10.0
C00875,4,0,,
C00876,2,0,,
C00877,7,1,4.063871709642735,
C00878,1,2,,
C00879,6,0,5.0,
C00880,6,4,3.3791384876636426,
C00881,7,0,3.885450984233981,
C00882,1,2,4.55536591775365,8.933788056717765
C00883,2,3,4.948765737835171,
C00884,8,2,,
C00885,8,1,5.0,
C00886,6,1,4.473552539542976,
C00887,7,0,,
C00888,4,1,,8.349882314741667
C00889,3,0,,
C00890,5,1,4.969105926014433,
C00891,6,1,,7.441137077252957
C00892,5,0,5.0,
C00893,4,1,,
C00894,3,3,4.973102183306889,
C00895,6,1,4.9062510070997325,
C00896,5,0,,
C00897,4,2,5.0,6.893188223883962
C00898,5,0,,1.7579661204913215
C00899,5,1,1.6625140850256552,
C00900,2,1,,7.222812337384545
C00901,11,0,4.374837688386869,4.748033263383209
C00902,5,0,,2.439898363641909
C00903,6,2,4.96111796004152,
C00904,5,1,4.844307462672413,7.970461472815771
C00905,6,1,4.4285322239317635,
C00906,1,1,,7.201189721488073
C00907,3,2,2.9726364957673437,
C00908,5,1,4.162755212958919,
C00909,2,1,4.630956761715183,3.526089789497184
C00910,4,1,,
C00911,3,2,3.633669615753999,5.76146746624797
C00912,5,0,3.158104693374094,5.993338609378528
C00913,10,0,,
C00914,5,2,4.903045131048459,
C00915,8,0,,8.52617960069135
C00916,6,0,3.9405233265231745,6.373958719324737
C00917,3,0,,
C00918,5,0,4.654941262621954,
C00919,4,3,4.226556348473508,8.901035464106617
C00920,3,2,,
C00921,5,3,5.0,
C00922,6,0,,7.295443398562848
C00923,2,0,4.020108455847112,7.528185114682463
C00924,2,1,,
C00925,6,0,2.6545860813415487,5.147916177925916
C00926,9,1,4.352991037461879,
C00927,4,1,1.8471585940719015,0.7199530981658278
C00928,5,0,,2.630173046438009
C00929,6,0,,8.885738991642773
C00930,7,2,,6.476019799338067
C00931,7,1,,
C00932,4,1,,
C00933,4,1,3.930101573372104,
C00934,3,0,2.732347087264096,3.724177548881151
C00935,7,0,4.679200670074893,
C00936,4,2,,
C00937,5,0,2.1871936017091214,4.057700267380236
C00938,1,0,,
C00939,5,3,5.0,
C00940,4,0,4.933406979492674,
C00941,8,1,4.32987120826885,8.541529673192874
C00942,5,2,2.985786594938507,
C00943,3,0,4.736724805978608,7.875136995550268
C00944,4,1,,
C00945,5,1,,7.516006446512513
C00946,3,0,,9.153103257251976
C00947,4,2,4.114072565497426,7.676767729732926
C00948,4,1,4.08076676947521,
C00949,4,0,4.798296808698854,6.967946102202909
C00950,4,3,,
C00951,5,1,5.0,7.516589671120245
C00952,2,0,3.6134418729809155,9.402582326873471
C00953,4,1,5.0,
C00954,0,1,3.234562541658113,4.433420088347117
C00955,7,2,3.689146655268893,
C00956,5,1,,
C00957,5,0,4.16615849524211,9.782369587171255
C00958,6,3,4.4022636438074505,
C00959,10,3,,
C00960,6,1,4.69069540269789,
C00961,5,2,3.9509026332693966,
C00962,5,4,,9.888280060107089
C00963,3,0,4.966052938170591,
C00964,5,1,,9.278922406750189
C00965,6,2,4.9041965294278675,6.895710463566543
C00966,5,1,4.566686864183937,
C00967,3,1,,1.3920503191896576
C00968,4,0,4.5549905853175545,
C00969,2,1,,
C00970,5,2,1.986895861827673,4.361078407620053
C00971,6,0,,
C00972,6,2,,7.957803922679728
C00973,1,2,4.82501198998704,6.844189142672874
C00974,3,1,,
C00975,6,0,2.8943815752730546,
C00976,8,0,5.0,7.018868258094298
C00977,7,0,,9.490111556032245
C00978,5,1,,7.075621016487276
C00979,5,0,,
C00980,7,1,2.223073370177265,
C00981,5,1,4.167717895339054,6.86113098255273
C00982,6,0,,
C00983,3,2,,7.972745960922602
C00984,9,0,4.572522484428092,6.895630904785511
C00985,3,0,,6.508945081537736
C00986,4,1,4.691744402059074,
C00987,4,2,2.572048557248948,7.572186083915575
C00988,5,0,,
C00989,8,1,3.650313922240342,
C00990,7,1,,
C00991,5,0,,7.563677662342031
C00992,5,2,,8.316709617518248
C00993,5,1,,10.0
C00994,8,1,,7.030354344676667
C00995,4,0,,
C00996,5,0,,10.0
C00997,6,0,4.985783775438093,
C00998,5,0,4.031887604931042,
C00999,2,3,,
C01000,1,0,,
C01001,6,0,5.0,
C01002,4,1,4.874091398137374,
C01003,4,1,,1.922135773488677
C01004,5,3,,2.7021458696118446
C01005,6,1,,5.764733354681453
C01006,4,2,5.0,6.140902204457747
C01007,5,0,4.796081068362577,10.0
C01008,7,0,,
C01009,5,1,4.022214116975548,
C01010,2,0,,
C01011,8,3,2.6911521681801798,4.836962820219643
C01012,9,1,4.7020819483929746,
C01013,3,2,,
C01014,5,1,1.4580539340384038,
C01015,5,0,3.8343700879509734,2.0763312468410953
C01016,4,2,4.665200658635987,10.0
C01017,5,1,1.0,4.976345121556419
C01018,6,1,4.655704467243384,7.742167235347581
C01019,5,2,,
C01020,2,3,4.237267962273596,6.6728485296100715
C01021,6,1,4.474507617441102,
C01022,6,1,4.953146235301061,
C01023,5,0,,7.944057303297876
C01024,4,1,4.168679555045814,4.853587077426917
C01025,4,3,,
C01026,6,0,,
C01027,6,1,3.967029857085066,8.74244994756352
C01028,5,0,4.1540262945911905,
C01029,6,0,4.028116212090534,
C01030,5,0,5.0,
C01031,2,0,4.750663880069913,
C01032,7,1,,6.977055319250327
C01033,5,1,,2.0477132651101186
C01034,8,0,,
C01035,3,0,4.278928021603867,8.41149206808407
C01036,2,1,3.7353579147328815,
C01037,3,1,,8.711420964040972
C01038,1,1,4.703675341262134,9.934482447517114
C01039,5,3,4.5997066121720875,7.326583450970163
C01040,6,0,,0.5766167135673421
C01041,3,1,4.146564161990943,
C01042,6,1,3.0376242154680986,0.0
C01043,6,0,,
C01044,5,0,4.159071663451177,8.466063967279732
C01045,5,1,2.4934473583443717,1.3594055228477262
C01046,4,3,4.806636053208764,
C01047,4,0,3.013324730784223,2.3751496780852923
C01048,9,2,,
C01049,5,0,,
C01050,3,1,4.536590281625119,10.0
C01051,5,2,4.274157606050158,
C01052,6,2,,8.101963914168964
C01053,4,1,,6.193875696604598
C01054,3,3,4.261664325690231,
C01055,3,0,3.9306119264339756,
C01056,7,4,3.9213947881399545,7.357549285539709
C01057,6,2,,
C01058,3,3,4.054711623958363,8.155813027761456
C01059,2,0,2.515521660833098,1.6628248492047084
C01060,5,0,2.5190103186608916,3.812637180971797
C01061,2,2,4.457854483882422,8.808553590345712
C01062,8,1,,6.584061158519781
C01063,3,0,3.6304903684257326,
C01064,7,1,,
C01065,5,1,4.944383487536128,
C01066,8,3,5.0,
C01067,8,1,,9.202470019301634
C01068,3,0,4.381551203756316,
C01069,6,2,4.619755079728829,9.057597423172853
C01070,4,1,5.0,
C01071,6,0,4.861055304529757,
C01072,4,1,4.8472935628001945,9.397948220726441
C01073,2,0,,
C01074,3,0,,8.104737851363208
C01075,6,0,4.847317953859718,6.900001801630342
C01076,3,0,4.534034820492125,7.719254710313273
C01077,4,1,,
C01078,7,2,4.598262813681115,10.0
C01079,10,1,3.9516160537246865,
C01080,4,0,1.3755167595492022,3.0974902988782547
C01081,8,1,,
C01082,5,0,2.6489308281251294,2.1344376981629303
C01083,6,2,4.449800025470627,
C01084,3,0,,9.5276843118618
C01085,3,0,,
C01086,6,0,3.215251748882978,7.313138003527201
C01087,3,1,,
C01088,1,1,,8.54803348673106
C01089,6,1,4.847148093606527,6.552896546204746
C01090,10,1,,9.71585960824803
C01091,1,0,,
C01092,1,0,,
C01093,4,2,4.111454350849808,7.440529905715314
C01094,5,2,,0.24797498452096045
C01095,6,1,,7.145716820372623
C01096,3,3,,
C01097,4,2,3.0944480664004796,3.602042374772305
C01098,6,0,4.650080266561218,9.082527525763119
C01099,8,1,4.349970383915599,9.2835565826629
C01100,6,0,,8.508753923585488
C01101,7,1,3.3165817027375546,9.57553353883328
C01102,7,0,4.083335643860465,
C01103,5,0,4.219612387346322,
C01104,13,1,,7.578490160962897
C01105,6,2,,4.331960759871139
C01106,9,1,2.55370289155137,
C01107,3,1,,1.6463109454653262
C01108,2,0,1.8488671138082862,0.12062322465399422
C01109,7,1,3.1029900839329128,
C01110,5,1,,
C01111,6,1,4.2734790432892815,
C01112,1,0,,6.590767160079793
C01113,4,0,4.983651682965377,
C01114,8,0,4.229977553040008,
C01115,6,1,4.401707212427386,
C01116,5,3,2.7747373347487407,4.735437373844311
C01117,9,0,,9.545131807756183
C01118,4,0,5.0,8.294987254408941
C01119,8,1,5.0,9.701798075310402
C01120,2,3,5.0,
C01121,5,1,4.025332030395044,
C01122,7,2,3.7352180370381864,3.964700257937992
C01123,6,4,,2.9311963959408085
C01124,9,0,4.733080812134425,6.899322170476889
C01125,5,2,,
C01126,1,1,,7.408177453864706
C01127,7,2,3.9005716787796807,
C01128,3,3,5.0,6.137398484189385
C01129,5,0,1.8898834354668783,
C01130,3,0,3.8406983904686447,
C01131,5,0,,
C01132,4,1,5.0,7.028336607588411
C01133,3,2,,
C01134,1,0,4.926347274188079,
C01135,5,1,,
C01136,10,1,4.062541529742174,8.479478368503933
C01137,9,1,,3.0256521458855485
C01138,6,1,,3.289851639447573
C01139,5,1,5.0,6.829704214057822
C01140,1,3,,
C01141,3,0,5.0,7.553065760115004
C01142,5,2,4.953305196813391,
C01143,8,2,,
C01144,7,2,3.994195486761148,
C01145,5,0,4.1487318252960765,
C01146,10,0,,8.455276497403663
C01147,6,0,5.0,
C01148,1,1,4.5147972245635595,8.97987179177947
C01149,10,1,3.6252637594107044,
C01150,4,1,4.6519520847929865,10.0
C01151,7,1,4.6205493124994375,6.6984074563489635
C01152,5,1,,
C01153,6,0,3.5405183513557654,
C01154,6,3,,5.062673759590243
C01155,7,0,,
C01156,5,0,3.520334846350104,7.449748983146534
C01157,1,1,2.3982222975062837,
C01158,6,3,,6.433513185875111
C01159,3,0,,5.700951706876044
C01160,0,1,,2.4928304580431737
C01161,4,1,2.585525269659714,
C01162,2,1,4.219701631121049,
C01163,5,2,4.634292655334241,7.927487769943372
C01164,3,3,4.618910606398907,5.18984382977793
C01165,4,0,4.786758869006431,
C01166,7,1,5.0,
C01167,5,0,4.747103477237598,
C01168,6,2,,
C01169,7,1,4.358924127797454,6.921954555923505
C01170,8,0,4.954760541883781,5.900911425899862
C01171,5,1,,6.601004334316153
C01172,4,0,,4.671228130457954
C01173,8,1,,6.491800911765606
C01174,3,1,4.9261080418847465,8.619539927332074
C01175,7,0,4.502206770440178,
C01176,4,0,4.5208369641588515,9.014493868502031
C01177,7,0,3.3762011319443728,4.074524400408952
C01178,5,0,,6.6795010681299924
C01179,6,0,4.287835328465607,7.537356762370919
C01180,7,1,,
C01181,2,0,4.166786314606698,
C01182,4,2,4.558067103968958,9.619320685450914
C01183,3,1,,
C01184,5,0,3.4364749508542323,
C01185,6,0,,
C01186,3,0,3.926564802683524,
C01187,1,0,,4.496235174998201
C01188,7,0,3.2251655463726374,
C01189,9,2,,9.89566808847865
C01190,2,1,,
C01191,1,0,,
C01192,4,1,,
C01193,6,1,,
C01194,5,2,4.697629912283005,8.980376322397959
C01195,10,3,4.943121026436564,9.346971789585472
C01196,7,0,,
C01197,6,1,,
C01198,1,0,,
C01199,4,1,3.8923978897227958,6.6007664755971955
C01200,8,0,,
C01201,9,0,,6.883870059315086
C01202,3,0,,
C01203,5,0,3.759792443523026,
C01204,6,2,,
C01205,3,1,3.502727329875694,2.0910551619718296
C01206,6,1,,6.954225084262094
C01207,6,1,2.250372663529622,
C01208,4,0,4.965386924081222,
C01209,5,2,4.965932841105803,
C01210,6,0,,
C01211,1,2,4.418777241782686,
C01212,5,1,4.397423535244809,
C01213,5,1,4.7238048647917825,6.641775729074435
C01214,7,1,3.9716078107312804,
C01215,4,2,4.568194624127174,7.2557759991682005
C01216,11,1,4.266992182954073,9.29754297847743
C01217,5,2,,
C01218,3,1,,7.28447229264153
C01219,4,3,4.996065348801078,
C01220,5,0,,
C01221,2,0,2.3590437596233382,
C01222,6,1,2.738867669522917,
C01223,7,1,4.315392651720153,
C01224,6,1,5.0,
C01225,5,1,,9.361035094260842
C01226,8,2,3.7704151436204345,8.392982897594392
C01227,7,0,4.891230332561624,8.583064578295065
C01228,11,1,,10.0
C01229,3,4,,5.261982688578323
C01230,6,0,,
C01231,3,2,4.8199194147930235,
C01232,2,1,,5.130998072758713
C01233,7,0,,
C01234,3,0,,5.158602726695474
C01235,2,2,4.682455291385209,5.635411837606604
C01236,5,3,5.0,
C01237,8,0,,4.564010843726332
C01238,5,0,,8.376219887987505
C01239,6,1,1.707420750305416,6.382898114545945
C01240,6,0,4.94110138901214,9.666912797136074
C01241,5,1,1.5594959605850025,
C01242,4,1,2.040393946640974,2.407822711883078
C01243,2,1,4.6807367923325085,
C01244,3,0,,9.067015501531735
C01245,4,1,3.689581280785642,
C01246,4,1,5.0,5.875828361361284
C01247,7,1,4.035651778956757,
C01248,3,2,1.7377992047093154,3.3967568380009654
C01249,7,1,4.685947107175125,
C01250,3,2,4.9102785084445735,
C01251,3,0,4.818382679724717,
C01252,3,0,4.919241876082432,
C01253,4,0,2.3419396858786947,5.111811879872243
C01254,5,2,1.420937856709602,
C01255,4,1,4.543117571393035,7.820348660403809
C01256,4,0,3.3023571199687245,
C01257,4,1,,
C01258,3,1,5.0,
C01259,4,0,,5.778020099136299
C01260,3,0,5.0,7.806712813315463
C01261,8,0,4.85393430088572,10.0
C01262,3,1,2.1211620416506096,
C01263,3,0,,
C01264,8,2,,
C01265,7,1,,
C01266,4,2,1.2772858032822365,
C01267,5,0,,2.893784167677432
C01268,6,0,4.517572099301831,
C01269,5,0,4.595148413148142,6.433162471626256
C01270,9,0,,
C01271,8,2,5.0,
C01272,5,2,,
C01273,5,3,2.1262781156736112,
C01274,4,1,,4.942824655792473
C01275,8,1,2.8349737817869007,5.7229431003238105
C01276,7,0,,
C01277,4,2,,
C01278,4,0,,8.201551987022373
C01279,4,1,5.0,6.112290219681791
C01280,2,3,4.162448878378435,7.698986250345937
C01281,4,1,4.039175987213793,7.637809275818323
C01282,4,0,,0.0
C01283,13,2,,
C01284,9,0,,
C01285,4,1,4.032377406356877,
C01286,6,1,,
C01287,7,1,5.0,10.0
C01288,4,0,,
C01289,3,2,,
C01290,9,3,1.3457282252949228,7.3400814986086775
C01291,6,0,4.02110086906311,
C01292,5,2,,
C01293,8,3,5.0,9.55014808431572
C01294,5,1,4.040973089873669,8.25187939346873
C01295,4,0,4.523664548549651,7.010468934183939
C01296,3,1,1.9089085876342682,
C01297,7,0,,3.4283011553463894
C01298,4,1,1.7052228318223837,
C01299,4,2,,
C01300,2,1,2.332452517346796,0.0
C01301,1,0,4.416898481932696,
C01302,12,0,4.4159842562763005,7.328579080655834
C01303,5,1,4.289059304051276,7.148902005498633
C01304,6,1,4.657057230627411,4.8849036284609255
C01305,5,0,4.511095485541743,
C01306,5,1,,6.643573035305749
C01307,3,2,,9.675133670281589
C01308,6,1,4.613734529147844,7.1973998524566225
C01309,2,0,5.0,
C01310,3,0,4.549398774303444,6.843688138557802
C01311,2,3,4.283569736882385,7.398084985135841
C01312,2,0,,10.0
C01313,4,2,,
C01314,2,2,4.136498111904169,
C01315,5,2,3.2550510959002175,3.804287631749531
C01316,5,0,,0.564851838171319
C01317,3,1,,
C01318,7,0,,5.080180170366645
C01319,2,0,4.751506671807858,
C01320,4,1,,4.873148256823844
C01321,4,0,,8.7971514169101
C01322,4,0,,8.094900811316485
C01323,4,1,3.044871539873752,2.2037861964175973
C01324,4,3,2.8054550026791976,
C01325,4,0,3.5999295209908873,7.655103039185916
C01326,2,0,4.682211395234035,9.912871871325224
C01327,4,0,,7.808097114361717
C01328,4,2,4.738268406886362,9.687400899241512
C01329,4,2,5.0,8.881307698248746
C01330,2,2,,
C01331,11,0,,
C01332,10,1,4.34237598702849,
C01333,5,1,4.3691088143306835,9.541788367851732
C01334,5,0,3.322021407289551,5.615018983167326
C01335,4,1,4.203851064828412,
C01336,2,0,,5.509425280714318
C01337,2,0,,
C01338,4,0,,3.255402006488369
C01339,3,2,,
C01340,2,2,4.908695128298304,7.685015681011108
C01341,7,1,2.5062796091276947,5.487806146175236
C01342,5,0,,
C01343,4,0,,
C01344,5,3,,
C01345,1,1,4.087083591411904,
C01346,8,1,4.802862059912216,6.4045050340965375
C01347,3,1,4.716865945750344,8.622656671267869
C01348,5,0,4.838235061504342,7.917556861203404
C01349,6,2,,7.598405326183331
C01350,7,1,,10.0
C01351,7,0,,
C01352,3,2,,
C01353,6,0,4.534954418809387,8.383176449018686
C01354,4,0,,7.717705031966759
C01355,4,0,3.017677890842,
C01356,8,1,2.8924055673753686,
C01357,4,0,,
C01358,6,2,3.5250996189578627,
C01359,6,3,5.0,7.140418263852015
C01360,8,2,,
C01361,8,2,4.724016803680256,
C01362,0,0,2.523797326171764,
C01363,3,0,,
C01364,5,1,,
C01365,5,0,4.2177183785046495,
C01366,3,1,,
C01367,5,0,3.702141771181285,
C01368,7,0,,
C01369,7,0,,
C01370,3,1,3.7799193364731267,8.838368044071702
C01371,3,2,4.7608325373328535,6.8728005539592605
C01372,9,1,4.835029790056672,7.066546235962842
C01373,3,1,4.303780533795167,7.075335740612499
C01374,2,4,1.0,2.182476583193468
C01375,6,0,4.381960135027242,7.43605544333344
C01376,5,3,3.5692667239363867,6.799817001187481
C01377,2,2,,
C01378,3,0,4.0945586856202425,
C01379,7,2,,
C01380,2,1,4.331625881915707,10.0
C01381,7,2,4.340051632610326,
C01382,4,1,,
C01383,4,3,4.1318601839517495,
C01384,8,0,5.0,9.979754999855333
C01385,2,0,3.768788140597068,
C01386,2,0,3.7582567488605148,
C01387,6,0,4.177908040998445,7.001531516808107
C01388,4,1,4.079596422135005,
C01389,4,2,3.8118581711492925,
C01390,1,0,4.106479990478006,
C01391,7,1,4.93334177871165,7.078981460411677
C01392,3,0,,3.023449448033033
C01393,7,1,4.340263098691646,
C01394,3,1,,
C01395,4,0,4.254773681919699,
C01396,5,0,,
C01397,6,1,4.69065352447345,
C01398,5,2,,
C01399,3,1,2.0220756581489807,3.444256671515573
C01400,5,0,4.224208769272873,9.824154111739894
C01401,9,0,3.686321451135961,5.14879847776162
C01402,3,1,2.703724172044585,4.201922482530861
C01403,6,0,,8.111686064284052
C01404,5,2,3.3060631704957277,
C01405,5,2,,8.57181786399306
C01406,5,1,,
C01407,9,0,,
C01408,6,0,2.2442981047276502,2.9028202557270957
C01409,1,1,,
C01410,2,0,,7.3695351851917925
C01411,5,0,4.180314909181128,
C01412,4,1,4.016635935038071,3.8222272251190565
C01413,5,1,4.594757241293491,5.258948472766331
C01414,3,0,,10.0
C01415,2,0,3.9122493469378137,
C01416,3,1,,3.7629952108772935
C01417,5,0,,7.319808940552263
C01418,4,3,4.567153622358388,
C01419,4,0,4.598102771286195,
C01420,5,0,4.421030774120367,10.0
C01421,8,0,3.8567140894519456,
C01422,3,0,,8.119004957883996
C01423,6,0,5.0,9.027314785896882
C01424,4,0,4.86284974780755,
C01425,1,2,5.0,
C01426,2,1,4.895333427308205,9.148324489249472
C01427,7,0,4.714401184880822,6.067492557221804
C01428,7,0,3.8136248293673645,6.2933800929818275
C01429,5,0,4.725423005577521,
C01430,4,1,,
C01431,6,0,4.659936952945427,
C01432,3,1,5.0,
C01433,5,0,3.867858956122773,9.154482101524863
C01434,3,1,4.3746964423139225,
C01435,4,0,,8.472945985400468
C01436,4,0,3.4266679387854433,
C01437,2,1,3.599631300987125,
C01438,5,0,4.91097341776556,7.16723499242762
C01439,2,3,5.0,7.033851397668845
C01440,5,0,,
C01441,4,1,,9.280921547249541
C01442,4,0,3.515773534124545,
C01443,10,2,3.1254534907940648,
C01444,2,1,,
C01445,6,0,4.657254359184085,
C01446,6,1,4.235275677689683,
C01447,6,0,5.0,5.401227975786616
C01448,6,3,4.984493571392535,7.132868191715868
C01449,5,1,3.950205959721903,
C01450,2,3,1.4359001152263033,
C01451,7,0,4.514732538186997,
C01452,2,0,,9.098912801862467
C01453,3,0,4.7164311764619296,
C01454,2,0,,8.011140334228894
C01455,6,0,5.0,7.220877562058098
C01456,5,1,2.1893443714064675,
C01457,6,0,3.590328859047273,10.0
C01458,4,0,,7.74236138031659
C01459,3,1,4.831428720791925,8.664914723425198
C01460,6,0,4.753668052303923,10.0
C01461,4,0,4.8432634062742554,8.92783401826362
C01462,4,0,4.451841062869736,
C01463,7,0,3.7948314805781473,
C01464,4,3,,
C01465,9,0,,6.771706124775491
C01466,6,0,4.555493625067328,8.323872018636484
C01467,4,3,,10.0
C01468,6,0,4.387839294240908,
C01469,9,2,,3.3995404990064255
C01470,4,1,2.419965914487685,4.051129220136363
C01471,3,2,3.078123537713826,
C01472,7,1,,4.45903150314532
C01473,4,1,1.0,
C01474,1,0,,7.723467670745267
C01475,3,1,,
C01476,2,1,,
C01477,7,0,3.84376308578173,
C01478,6,0,4.616393158596686,
C01479,6,2,3.0917956917518414,
C01480,5,0,,
C01481,5,2,,
C01482,6,0,4.829726060199014,
C01483,6,1,3.9203996312568594,5.412213952143336
C01484,1,1,,
C01485,5,0,3.8283300237918123,9.022611828020056
C01486,8,3,2.711781424789569,5.961514057813748
C01487,6,2,,4.101296136204896
C01488,2,3,,10.0
C01489,7,1,4.670349930568692,
C01490,3,1,4.156992867478207,8.815917365511776
C01491,2,1,3.660063001579273,8.702094012325706
C01492,2,0,4.337626344477369,
C01493,10,2,4.600966049557646,
C01494,6,2,4.611328118467288,
C01495,5,0,3.9280205442607037,
C01496,7,0,4.961523922082392,8.89153089295155
C01497,7,0,,
C01498,4,1,5.0,
C01499,7,3,4.881962575414798,9.228628516861223
C01500,5,1,5.0,8.109603426259143
C01501,7,0,3.726241115883083,
C01502,5,0,,9.588815967223892
C01503,6,3,,
C01504,10,1,5.0,
C01505,5,0,,
C01506,2,1,4.191321961229615,9.495122078906299
C01507,1,0,,
C01508,9,2,4.0168874074550915,
C01509,4,1,,6.787206903369835
C01510,5,1,3.151806961219698,
C01511,7,1,,
C01512,7,2,,
C01513,7,3,,7.934628611046505
C01514,5,1,,4.675868986024356
C01515,4,1,4.396357125171375,4.981450400318663
C01516,6,1,,5.835514679037144
C01517,6,1,4.401477574541901,
C01518,4,0,,
C01519,4,1,3.361150666674401,
C01520,3,1,4.670983613779075,10.0
C01521,5,2,,
C01522,5,2,,
C01523,4,0,5.0,8.811415693798985
C01524,4,1,3.6860553910108655,
C01525,5,1,2.434910068012312,
C01526,3,2,,9.165156306385137
C01527,5,2,4.987740725163554,8.767807210581845
C01528,7,1,4.410481181879803,
C01529,6,1,4.581100352048608,6.602002776731199
C01530,3,1,,
C01531,2,1,4.005344826470314,
C01532,5,1,4.084903187726551,
C01533,8,3,4.652912460894783,9.35999105763216
C01534,2,1,4.36959527693873,10.0
C01535,6,1,,8.043716326282354
C01536,1,0,4.735951679771937,
C01537,2,0,4.587050919050254,8.179810234375337
C01538,3,2,4.490594749772345,9.311951051838557
C01539,7,0,4.871646059343139,7.074710432390756
C01540,6,2,,8.974020381049979
C01541,4,0,4.47115898344304,9.29512933851448
C01542,9,0,,
C01543,3,1,,
C01544,4,5,,
C01545,0,1,4.830475785254543,
C01546,4,0,4.519533054662131,
C01547,5,0,4.751070287529502,6.9880482518453375
C01548,8,0,,
C01549,5,1,4.567745258352309,8.995144870493945
C01550,3,0,4.015393491413418,7.502535656647586
C01551,10,3,,8.35205161500365
C01552,6,0,,
C01553,3,2,,
C01554,5,5,4.225942077195385,
C01555,2,0,4.369053528818099,
C01556,8,0,4.589794664018415,
C01557,5,0,3.2048051826500665,
C01558,3,2,4.420910269045617,6.272787202610534
C01559,5,0,4.519090513237062,9.585336756320999
C01560,6,1,3.815438323754175,
C01561,7,1,2.2024539389445463,
C01562,5,0,,
C01563,5,0,,9.323282354156088
C01564,4,1,,3.421099918299577
C01565,3,0,,1.7387405192324623
C01566,3,1,,4.3037030511991095
C01567,5,0,,8.256673467823765
C01568,3,0,4.3623528380709065,
C01569,2,1,4.636386775343935,
C01570,7,1,3.7885113269045627,8.054713244664857
C01571,7,1,,4.995937156802911
C01572,5,1,,
C01573,4,2,3.8214418595422903,7.07141882022518
C01574,4,1,4.861619536800739,8.620705147421486
C01575,3,1,,8.608371165259408
C01576,6,0,2.05431758345205,
C01577,5,2,,
C01578,3,2,4.721955289379014,
C01579,6,1,5.0,7.526379485420799
C01580,1,1,4.076069768898843,10.0
C01581,2,2,3.7610146795498567,2.3581584417903807
C01582,7,0,4.528944288521831,
C01583,1,3,,
C01584,8,2,,
C01585,6,0,4.440627176869844,
C01586,6,1,,0.0
C01587,5,1,,
C01588,4,0,2.879630976540015,
C01589,8,1,4.582580052310078,9.88405649320664
C01590,4,1,5.0,
C01591,8,1,2.3031783809293085,
C01592,5,0,5.0,5.489779362286084
C01593,7,0,,
C01594,6,1,,
C01595,6,1,2.13877849306193,5.2722836432931155
C01596,6,3,4.238176676462887,8.913992141379648
C01597,7,1,4.338780675855177,
C01598,10,0,4.322204452240429,7.758240193393151
C01599,6,4,,
C01600,7,2,,6.058139186618652
