customer_id,support_tickets_30d,support_tickets_90d,open_tickets,avg_resolution_hours,escalation_count
C00700,0,1,0,17.899642988806907,0
C00701,0,0,0,11.088635589006993,0
C00702,0,2,0,9.210040643367599,0
C00703,0,0,0,5.130935535076922,0
C00704,2,4,2,46.12103253826184,0
C00705,0,0,0,10.042296549360994,0
C00706,3,3,3,65.6968410423303,0
C00707,0,1,0,5.436313875075356,0
C00708,0,1,0,19.1539038483945,0
C00709,1,2,0,16.204834699222417,0
C00710,0,0,0,40.24869063472491,0
C00711,0,1,0,12.147100548328334,0
C00712,0,0,0,14.302971739216812,0
C00713,0,1,0,12.748771831384834,0
C00714,1,2,0,22.26514785760598,0
C00715,0,0,0,10.037542524865986,0
C00716,8,9,2,106.69912991215143,0
C00717,3,4,0,19.3916418320533,0
C00718,0,0,0,7.264230045185622,0
C00719,2,3,0,12.306711496732689,0
C00720,2,3,0,5.6561024786532625,0
C00721,0,4,0,47.24871959921201,0
C00722,0,1,0,62.66152629481743,0
C00723,0,1,0,85.08517600561612,0
C00724,1,2,0,55.27752793477706,0
C00725,0,2,0,11.978517391544012,0
C00726,0,1,3,73.5637889732834,1
C00727,1,1,0,2.9439625449919067,0
C00728,3,6,0,64.67302756691477,0
C00729,0,2,0,25.24289148040519,0
C00730,2,4,0,7.6432205682912295,0
C00731,1,1,0,17.18395669958511,0
C00732,1,1,0,10.382511385786211,0
C00733,1,3,0,13.263193387283385,0
C00734,1,2,0,6.476731218257995,0
C00735,1,2,0,12.088294846794657,0
C00736,1,1,0,32.311962574624296,0
C00737,0,2,0,15.445419635127442,0
C00738,0,0,0,17.5723024789089,0
C00739,0,1,0,22.889164460182247,0
C00740,1,1,0,2.0145630898979228,0
C00741,0,1,0,4.2905278101472,0
C00742,1,4,3,29.579374492540115,2
C00743,0,0,0,12.294543579644563,0
C00744,0,0,0,12.360430511778947,0
C00745,0,2,0,14.391624289634724,0
C00746,4,7,0,30.534353861417166,0
C00747,0,2,0,6.314520781332817,0
C00748,1,3,0,10.68767313908407,0
C00749,0,1,0,8.38955397825524,0
C00750,0,3,0,16.86420006418926,0
C00751,0,1,0,9.773776150659124,0
C00752,0,2,0,5.0195263139410216,0
C00753,2,2,0,16.709966889965393,0
C00754,1,2,0,23.350966885550783,0
C00755,7,7,0,65.0762601114669,0
C00756,0,0,0,12.670352952565224,0
C00757,1,3,0,13.871966678199605,0
C00758,1,1,0,2.366055107709574,0
C00759,0,3,0,7.047247402490526,0
C00760,0,1,0,17.795653404749487,0
C00761,0,1,0,14.219337351663773,0
C00762,1,1,0,12.683787032978303,0
C00763,0,0,0,18.73867783982121,0
C00764,2,4,0,96.79231152044656,0
C00765,1,2,0,7.782123254307479,0
C00766,1,1,0,10.658069639704816,0
C00767,0,2,0,11.135004381549475,0
C00768,4,8,3,15.69783707007521,0
C00769,1,1,0,15.837503370939082,0
C00770,3,4,3,95.59042766172918,0
C00771,0,0,0,9.805405650734624,0
C00772,0,0,0,13.31610027668199,0
C00773,0,1,0,15.467534173249204,0
C00774,0,1,0,6.715955826416921,0
C00775,0,0,0,4.202321024430962,0
C00776,1,2,0,47.51559153690306,0
C00777,0,1,0,5.645305865981051,0
C00778,0,0,0,1.0,0
C00779,0,1,0,13.19689658434411,0
C00780,1,2,2,40.46118845939666,2
C00781,1,1,0,9.405017851102027,0
C00782,2,3,0,8.176872883454024,0
C00783,0,0,0,5.846949763757482,0
C00784,0,0,0,12.049979993622413,0
C00785,4,4,3,62.63341936559937,0
C00786,1,4,0,13.4977166582228,0
C00787,0,1,0,11.056122495628227,0
C00788,0,2,0,17.53085041864101,0
C00789,0,0,0,9.111321779756455,0
C00790,1,1,0,7.7503215560350665,0
C00791,1,2,0,11.547247353655543,0
C00792,2,2,2,60.21806260293516,0
C00793,3,6,0,43.3311545401244,0
C00794,2,2,0,47.39448958229834,0
C00795,0,0,0,47.92895542436651,0
C00796,1,2,0,10.02928646811353,0
C00797,0,1,0,6.343771331851811,0
C00798,0,0,0,44.3996823296252,0
C00799,1,2,0,21.079259957241575,0
C00800,0,0,0,8.059410803369538,0
C00801,1,1,0,60.683671356639636,0
C00802,3,3,3,7.646562345828826,0
C00803,0,3,0,11.236159359407088,0
C00804,1,2,0,13.516111400292717,0
C00805,1,2,0,23.257859418490423,0
C00806,0,1,0,1.0,0
C00807,0,1,0,68.49526150803283,0
C00808,0,0,0,8.975347611827761,0
C00809,1,3,0,20.409872452843338,0
C00810,7,7,1,28.034693595694574,2
C00811,0,2,0,2.773150649575797,0
C00812,0,2,0,4.698746634145091,0
C00813,0,4,0,11.673777917707495,0
C00814,3,4,1,21.326105300608916,0
C00815,3,4,0,41.1530603251266,0
C00816,0,2,0,7.298227143548142,0
C00817,0,1,0,15.719456502727743,0
C00818,3,5,3,62.25546437266558,2
C00819,0,2,0,13.84851215542312,0
C00820,2,4,0,9.370083642490794,0
C00821,0,2,0,20.6249329847315,0
C00822,1,1,0,9.949106536064024,0
C00823,1,2,0,24.505906170775678,0
C00824,1,3,1,51.45520151960552,1
C00825,1,3,0,18.86008650337582,0
C00826,4,4,0,63.219260383919774,0
C00827,1,1,0,63.94941860193475,0
C00828,1,1,0,7.631283468383536,0
C00829,1,3,3,77.16231067852576,1
C00830,0,0,0,20.707664940237414,0
C00831,1,1,0,10.55469790720129,0
C00832,0,0,0,7.47997877693912,0
C00833,0,3,0,13.843326523999638,0
C00834,0,0,0,11.524505560461535,0
C00835,1,3,0,18.911721446605497,0
C00836,0,0,0,21.91055854012025,0
C00837,0,2,0,8.007944673294656,0
C00838,0,1,0,77.37112771210015,0
C00839,0,2,0,42.89152718894242,0
C00840,0,0,0,14.769592134493527,0
C00841,0,2,0,14.27697733185093,0
C00842,0,0,0,8.079732734751069,0
C00843,2,3,0,10.724142321218055,0
C00844,0,1,0,18.160591745042364,0
C00845,0,0,0,67.64019076496182,0
C00846,0,1,0,68.00339167456139,0
C00847,0,0,0,7.409248485308635,0
C00848,0,1,0,7.577639522208976,0
C00849,0,0,0,9.887522284260681,0
C00850,0,3,0,51.71631343329217,0
C00851,3,3,3,38.33353766370448,1
C00852,2,2,0,13.871651468227979,0
C00853,0,4,0,12.437111614058603,0
C00854,0,0,0,8.066925399711645,0
C00855,3,4,2,53.273490859017954,0
C00856,3,3,3,46.941173649611024,0
C00857,3,3,3,74.54385818459635,0
C00858,1,1,0,3.037609975267113,0
C00859,1,4,0,24.82629544456324,0
C00860,2,3,1,39.28335395555312,0
C00861,4,5,1,67.98689897249577,0
C00862,0,0,0,11.070315694575772,0
C00863,0,2,0,39.72724602016291,0
C00864,4,5,3,6.479244901428132,1
C00865,1,1,2,78.63146978605536,0
C00866,2,3,0,68.1747308501575,0
C00867,0,0,0,17.196948237446794,0
C00868,0,0,0,62.145179844713155,0
C00869,0,3,0,6.378357421431656,0
C00870,0,0,0,8.376488528282401,0
C00871,1,2,0,6.2746404685708725,0
C00872,1,1,0,10.81843959191085,0
C00873,0,1,0,11.860406225726113,0
C00874,0,1,0,15.144057796378245,0
C00875,1,1,0,4.302892304550541,0
C00876,0,1,0,9.81031891586034,0
C00877,0,1,0,16.183086911390795,0
C00878,7,8,0,59.77762956565418,0
C00879,1,1,0,1.1127984609191177,0
C00880,1,4,0,56.499207953511245,0
C00881,0,2,0,10.97157553297045,0
C00882,0,3,0,3.1962528452168097,0
C00883,0,1,0,8.971987423404858,0
C00884,6,7,0,50.338313878403554,0
C00885,0,2,0,1.0,0
C00886,0,3,0,12.690488056502103,0
C00887,0,0,0,32.40459744048141,0
C00888,0,3,0,30.60112632670192,0
C00889,0,0,0,15.83530791344549,0
C00890,0,2,0,5.261125175760412,0
C00891,1,2,0,10.574670851933451,0
C00892,1,3,0,9.17372440371137,0
C00893,4,4,3,26.26739341604311,1
C00894,1,2,0,9.709728075163063,0
C00895,2,2,0,18.930402183174387,0
C00896,1,1,0,13.723167495799455,0
C00897,1,1,0,13.873271725830334,0
C00898,1,2,2,50.813470206617225,0
C00899,4,4,2,21.274995579956652,0
C00900,0,1,0,47.80152638769047,0
C00901,1,5,0,19.409590377539097,0
C00902,2,2,3,67.29561976724415,0
C00903,0,1,0,12.97562273875052,0
C00904,0,1,0,26.8067174010457,0
C00905,2,4,0,13.979409181961012,0
C00906,1,1,0,6.071374862005521,0
C00907,5,7,3,86.85482833539609,0
C00908,2,3,1,4.253031151237806,3
C00909,1,2,1,24.49380957937165,1
C00910,0,0,0,6.235710989201104,0
C00911,0,1,0,7.600773472469571,0
C00912,1,1,1,27.972332793414726,1
C00913,1,1,0,4.548674285673822,0
C00914,0,0,0,9.938814575514613,0
C00915,0,1,0,21.85024752485775,0
C00916,0,1,0,13.49770921494431,0
C00917,4,5,2,23.735158812187926,0
C00918,1,5,0,7.296568697659383,0
C00919,0,1,0,7.614192005404279,0
C00920,0,2,0,14.023064466942914,0
C00921,1,2,0,12.065759801723011,0
C00922,0,1,0,17.91449172544271,0
C00923,0,1,0,9.81251198960986,0
C00924,4,7,1,49.25003283398817,5
C00925,8,8,0,19.417980821443614,0
C00926,1,1,0,7.681165233409441,0
C00927,0,2,0,62.213094112269886,0
C00928,4,5,0,50.197170290497084,0
C00929,0,0,0,14.97928397048096,0
C00930,1,2,0,3.754704557546475,0
C00931,2,2,2,30.135141444958663,0
C00932,1,2,0,13.570537648487619,0
C00933,0,0,0,15.747081070462919,0
C00934,1,1,0,60.099488047982774,0
C00935,0,0,0,10.071646449162703,0
C00936,3,3,0,42.21487317747096,0
C00937,0,2,0,35.63299327510819,0
C00938,1,3,0,34.382521860783086,0
C00939,0,3,0,16.83867281061509,0
C00940,4,6,1,40.86913681944631,0
C00941,0,2,0,13.08708015102436,0
C00942,1,1,0,59.89785797893218,0
C00943,0,0,0,4.11235404088951,0
C00944,0,0,0,14.505356022814718,0
C00945,0,1,0,15.241685451976785,0
C00946,0,1,0,9.048793747677026,0
C00947,0,1,0,10.805439424171428,0
C00948,1,2,0,22.35996733221471,0
C00949,0,0,0,19.951921014863,0
C00950,2,3,0,9.43159475358549,0
C00951,0,2,0,14.763625489426628,0
C00952,0,1,0,16.94402654657542,0
C00953,0,0,0,9.756346846380495,0
C00954,2,2,1,25.035904609051038,0
C00955,1,4,0,13.488786682816139,0
C00956,0,2,0,9.584100160271277,0
C00957,0,1,0,6.743025239597533,0
C00958,1,2,0,10.529144225633843,0
C00959,0,0,0,11.555288485117373,0
C00960,2,3,0,21.647468121294466,0
C00961,0,0,0,7.905032190461204,0
C00962,0,2,0,12.703233874580988,0
C00963,0,0,0,3.8272451215867953,0
C00964,1,2,0,10.189961649419043,0
C00965,0,1,0,25.36642683537778,0
C00966,0,0,0,18.24038440405517,0
C00967,0,2,0,46.670114919923684,0
C00968,1,6,0,11.648500249415893,0
C00969,4,5,2,35.59336601346324,0
C00970,4,5,3,51.92783767478726,0
C00971,4,4,3,83.27399319812346,2
C00972,0,2,0,4.713646064492717,0
C00973,0,1,0,14.80006105068035,0
C00974,0,2,0,20.577908420583974,0
C00975,2,2,1,37.150346755993176,0
C00976,0,1,0,8.820702523693859,0
C00977,0,0,0,12.654357232338597,0
C00978,0,0,0,10.064971810339312,0
C00979,1,1,0,12.147609450759386,0
C00980,5,5,0,50.66850246822001,0
C00981,0,1,0,16.39914763685073,0
C00982,0,2,0,18.964712391325417,0
C00983,0,0,0,14.5623223529765,0
C00984,0,0,0,3.0996061060120415,0
C00985,0,0,0,12.802435093765297,0
C00986,1,1,0,12.710752174010718,0
C00987,1,1,0,53.960359586831146,0
C00988,0,2,0,42.579852532507935,0
C00989,0,0,0,21.542548253538186,0
C00990,1,2,1,44.06246726595326,0
C00991,0,0,0,14.12503146324752,0
C00992,1,4,0,18.187044416600678,0
C00993,0,0,0,21.762247380475422,0
C00994,1,5,0,11.498394239526117,0
C00995,0,2,0,11.121029701701508,0
C00996,0,0,0,10.68040764524863,0
C00997,0,1,0,21.406844103947343,0
C00998,0,1,0,3.0482546134172477,0
C00999,0,1,0,13.434116442842734,0
C01000,0,0,0,22.219766145318772,0
C01001,0,3,0,9.18724860765754,0
C01002,0,2,0,11.469879794324743,0
C01003,6,8,3,8.371897858362047,1
C01004,0,2,0,56.67666668809695,0
C01005,1,2,0,11.461400890074467,0
C01006,1,1,0,6.6273185769952745,0
C01007,1,1,0,21.058745535078188,0
C01008,1,1,0,43.985742701878515,0
C01009,0,1,0,5.706912509097126,0
C01010,0,1,0,11.443878821906953,0
C01011,0,0,0,36.958726109506884,0
C01012,0,2,0,13.173913385880644,0
C01013,1,4,0,8.191194773921701,0
C01014,3,3,0,86.74534562792365,0
C01015,0,2,0,60.34068512789189,0
C01016,1,2,0,1.0,0
C01017,2,4,1,55.21910149295546,0
C01018,0,0,0,13.660573848300258,0
C01019,1,1,0,18.580132443853277,0
C01020,1,1,0,7.464814848658751,0
C01021,0,1,0,13.521779752788913,0
C01022,0,1,0,17.601040009597483,0
C01023,0,0,0,10.127657583633834,0
C01024,1,1,1,21.735145576196665,0
C01025,1,1,0,13.798889438729923,0
C01026,0,0,0,7.99679640368653,0
C01027,1,1,0,9.07128837973689,0
C01028,1,1,0,13.840441832907665,0
C01029,1,3,0,3.249863534227014,0
C01030,1,3,0,19.649051807890174,0
C01031,0,1,0,7.870538037989215,0
C01032,0,0,0,11.31815696972948,0
C01033,0,0,0,23.6067745233787,0
C01034,3,3,1,35.787602348344095,0
C01035,1,2,0,10.345640443303502,0
C01036,0,1,0,7.697716966545846,0
C01037,0,0,0,9.58192061086198,0
C01038,1,3,0,8.813041617530834,0
C01039,1,1,0,7.418193787207529,0
C01040,0,1,0,32.143026318610666,0
C01041,0,1,0,6.9843241952883135,0
C01042,2,5,2,33.29909034107711,4
C01043,0,2,0,12.342980050909961,0
C01044,0,4,0,17.58065377955177,0
C01045,4,5,3,56.22758582687358,1
C01046,0,3,0,1.2446587420957513,0
C01047,0,0,0,41.199396956299935,0
C01048,0,1,0,13.793325477714284,0
C01049,0,1,0,73.12313679984007,0
C01050,0,2,0,18.75621011971812,0
C01051,1,2,0,14.614591389824778,0
C01052,1,1,0,2.5016408290588323,0
C01053,0,0,0,23.189851562804,0
C01054,1,1,0,14.197845003275194,0
C01055,4,5,1,50.17384892979619,4
C01056,1,1,0,25.477979828546253,0
C01057,0,2,0,1.0,0
C01058,0,0,0,12.241701428143335,0
C01059,1,3,0,46.79179992849606,0
C01060,7,8,3,68.00328744927886,0
C01061,0,5,0,9.199843812979509,0
C01062,0,0,0,6.001231080058874,0
C01063,2,3,3,73.38145064135475,0
C01064,1,3,0,7.548406788428592,0
C01065,0,2,0,22.109147365934398,0
C01066,2,3,0,11.024201261570683,0
C01067,1,1,0,8.267174693776827,0
C01068,0,1,0,8.962821092392112,0
C01069,0,0,0,12.665787335166371,0
C01070,0,1,0,13.582639558934332,0
C01071,1,2,0,18.871417902152828,0
C01072,0,0,0,14.94352260272451,0
C01073,2,4,0,13.25481529865841,0
C01074,1,2,0,9.518310280154864,0
C01075,0,1,0,11.340293924634251,0
C01076,0,1,0,8.992689204688224,0
C01077,0,2,0,14.427679376107244,0
C01078,0,0,0,15.652793588431978,0
C01079,1,3,0,3.4984902349186644,0
C01080,0,0,0,15.671393030993436,0
C01081,0,1,0,9.727503667410796,0
C01082,4,6,1,63.943337214399214,3
C01083,0,0,0,13.460367826873707,0
C01084,1,2,0,26.93593006737926,0
C01085,1,1,0,16.422342000009408,0
C01086,2,4,3,84.5525716309827,1
C01087,0,1,0,28.65047986152351,0
C01088,1,4,0,2.580195221903981,0
C01089,2,4,0,17.214613969361228,0
C01090,0,0,0,3.120280334731989,0
C01091,2,2,0,8.154068137321342,0
C01092,1,1,0,16.487026937641616,0
C01093,1,2,0,15.119172096093958,0
C01094,8,10,2,31.452448482741207,0
C01095,0,3,0,19.23390549946579,0
C01096,0,0,0,9.074640121232779,0
C01097,4,5,2,26.29620483972374,2
C01098,2,2,0,21.97541441714018,0
C01099,0,1,0,13.062904879005162,0
C01100,1,2,0,14.861043151936482,0
C01101,0,2,0,21.884775162810875,0
C01102,0,2,0,22.420829546646036,0
C01103,0,0,0,17.194294885205778,0
C01104,1,1,0,13.331533142610002,0
C01105,0,1,0,25.82424523182396,0
C01106,1,2,0,51.841387278258146,0
C01107,5,6,2,1.0,0
C01108,5,5,2,1.0,4
C01109,3,3,2,104.87533283855973,0
C01110,0,1,0,24.875406638140376,0
C01111,0,3,0,13.636650949069764,0
C01112,0,0,0,16.12585182441432,0
C01113,0,0,0,5.839159185461522,0
C01114,1,2,0,10.394541617395626,0
C01115,2,3,0,11.963316359111893,0
C01116,0,2,0,50.002768565514415,0
C01117,1,3,0,8.485880323833552,0
C01118,0,1,0,27.959704309860694,0
C01119,1,2,0,21.06251206694222,0
C01120,0,0,0,1.0,0
C01121,0,1,0,7.988795365245836,0
C01122,2,3,3,93.91830272039527,3
C01123,7,8,2,84.26556862657432,1
C01124,1,1,0,10.752440065883041,0
C01125,2,4,1,12.65349906994588,1
C01126,0,0,0,10.402707765313863,0
C01127,0,3,0,16.96405438770352,0
C01128,1,1,0,12.362433053905947,0
C01129,0,1,0,30.84499881879235,0
C01130,0,1,0,13.469552495324578,0
C01131,0,0,0,11.590195953863137,0
C01132,0,1,0,2.9525877887491383,0
C01133,0,1,0,20.383863537491095,0
C01134,0,2,0,10.673429652058015,0
C01135,0,1,0,72.6014215851792,0
C01136,0,2,0,6.154561743173186,0
C01137,2,2,3,61.00371575066289,0
C01138,3,3,3,95.10396625651855,3
C01139,0,0,0,15.449064093252344,0
C01140,0,0,0,15.519534068448088,0
C01141,1,5,0,13.889864931113737,0
C01142,2,4,0,12.317423266479608,0
C01143,1,2,0,8.994836574116224,0
C01144,1,3,0,16.208714726285063,0
C01145,0,1,0,11.659692934448287,0
C01146,0,1,0,8.514113294759268,0
C01147,1,1,0,15.683537326060334,0
C01148,0,1,0,4.9813032806695645,0
C01149,2,2,3,83.16873426821157,0
C01150,0,1,0,10.286048460624205,0
C01151,1,3,0,5.585755361155302,0
C01152,0,1,0,7.322540484092425,0
C01153,0,1,0,19.336997701271038,0
C01154,0,0,0,38.48372063897028,0
C01155,1,2,0,8.204553998727103,0
C01156,0,0,0,12.862782537126112,0
C01157,3,4,0,15.158881450480152,0
C01158,2,2,0,16.095864147697966,0
C01159,0,1,0,78.95488465335112,0
C01160,0,1,0,62.13529820663991,0
C01161,5,6,0,51.42947162322656,0
C01162,1,1,2,86.51993108773492,2
C01163,0,1,0,12.42655941015349,0
C01164,0,1,0,11.813535667991323,0
C01165,2,3,0,9.883148624087097,0
C01166,1,1,0,9.726226110740514,0
C01167,1,1,0,8.422831708413463,0
C01168,1,5,2,24.266540243201934,0
C01169,0,0,0,24.675680096944692,0
C01170,0,1,0,1.6141497235424094,0
C01171,2,2,0,22.090707343702455,0
C01172,0,0,0,62.39942073041155,0
C01173,0,0,0,24.74139688483568,0
C01174,0,0,0,12.624196801853326,0
C01175,0,1,0,5.555571488703549,0
C01176,1,1,0,8.014325107301921,0
C01177,0,1,3,92.40404584669946,1
C01178,5,5,1,36.83040300331637,3
C01179,0,0,0,15.494138236588862,0
C01180,0,2,0,9.192603941492784,0
C01181,3,3,0,67.95779019414063,0
C01182,0,1,0,10.92839842405744,0
C01183,0,0,0,5.689306334466769,0
C01184,0,0,0,18.84325400565232,0
C01185,1,1,0,11.04372516318308,0
C01186,0,0,1,73.69158788643446,1
C01187,0,0,0,16.900190067203482,0
C01188,4,5,0,33.20909524656733,0
C01189,0,1,0,22.20534792565227,0
C01190,0,0,0,20.78180623206908,0
C01191,0,3,0,9.694376116862124,0
C01192,7,8,2,51.97536653685496,0
C01193,0,1,0,8.437818197985958,0
C01194,0,0,0,16.701895002295842,0
C01195,1,2,0,2.825476773173742,0
C01196,0,0,0,15.577361667378838,0
C01197,0,0,0,21.33881275179748,0
C01198,4,6,0,40.912275626114244,0
C01199,1,1,0,20.750480282069624,0
C01200,0,1,0,59.2245446040196,0
C01201,1,2,0,8.901086661410236,0
C01202,2,3,0,2.004740258685871,0
C01203,0,1,0,9.004765060565802,0
C01204,0,1,0,49.23293744763645,0
C01205,0,1,0,64.1501831399376,0
C01206,1,1,0,5.008003874291861,0
C01207,0,1,0,73.54308283130743,0
C01208,0,0,0,9.695348002814262,0
C01209,0,0,0,10.86251632954886,0
C01210,1,1,0,8.92545162638614,0
C01211,0,2,0,7.383714798822758,0
C01212,0,2,0,9.097189674639454,0
C01213,2,3,0,13.52571809645721,0
C01214,1,2,0,15.08594756804181,0
C01215,0,2,0,19.71564258879632,0
C01216,1,2,0,7.946421934738393,0
C01217,0,2,0,41.157333480156325,0
C01218,1,2,0,10.110243774937096,0
C01219,1,3,0,7.135261035851524,0
C01220,7,8,3,45.65571302245282,1
C01221,4,6,1,51.581057659597235,0
C01222,5,6,2,68.51452526345896,1
C01223,0,0,0,17.756502713049134,0
C01224,0,1,0,16.779908978615133,0
C01225,0,0,0,9.230592948851339,0
C01226,2,5,0,4.769510900433954,0
C01227,0,2,0,15.379561361973671,0
C01228,1,1,0,11.122099749999558,0
C01229,0,0,0,21.732499051033038,0
C01230,4,5,0,47.74549747963989,0
C01231,0,1,0,9.838968072058524,0
C01232,3,5,0,15.976532361127227,0
C01233,5,6,2,25.127945862753506,1
C01234,1,1,0,108.77122769647278,0
C01235,0,1,0,10.243278165638257,0
C01236,0,1,0,9.655878439849312,0
C01237,0,1,0,17.337834868240165,0
C01238,1,1,0,13.8905892791194,0
C01239,0,0,0,8.946017632854534,0
C01240,0,2,0,4.217709872739922,0
C01241,5,8,0,85.9504382650052,0
C01242,1,1,0,29.852546259678295,0
C01243,0,0,0,14.60423041911719,0
C01244,0,0,0,11.389844932991025,0
C01245,0,0,0,25.970682370467145,0
C01246,0,0,0,8.312403254540904,0
C01247,0,0,0,16.467532765972166,0
C01248,2,2,0,40.22779589295192,0
C01249,0,1,0,23.566447443455658,0
C01250,1,3,0,22.053304745841803,0
C01251,2,3,0,11.213986083015147,0
C01252,1,3,0,12.155427434175504,0
C01253,1,2,0,79.72544891461453,0
C01254,0,1,0,76.26525816586698,0
C01255,0,0,0,6.540246074459454,0
C01256,5,6,2,44.696684242683574,0
C01257,1,3,0,4.197310603126377,0
C01258,0,0,0,14.994790249143458,0
C01259,0,1,0,21.05286454403889,0
C01260,0,2,0,19.416005285171714,0
C01261,0,3,0,8.99846354680489,0
C01262,0,1,0,13.436018296384837,0
C01263,0,2,0,12.887076595672427,0
C01264,3,6,2,41.35014010188804,0
C01265,0,0,0,14.25217788660783,0
C01266,4,5,2,18.548103951789873,0
C01267,0,0,0,96.14098139229262,0
C01268,0,2,0,10.672841726609578,0
C01269,0,1,0,21.446944126447775,0
C01270,4,6,0,36.534959626409446,0
C01271,0,3,0,6.468299669025387,0
C01272,0,1,0,3.560754736719222,0
C01273,1,2,2,65.40371961651879,0
C01274,1,3,2,107.2036986001562,0
C01275,4,4,0,72.3446530858469,0
C01276,0,1,0,6.771854501310287,0
C01277,1,1,0,19.841733683667428,0
C01278,0,0,0,14.501286358621122,0
C01279,0,0,0,13.296196790446881,0
C01280,0,1,0,13.840846083803639,0
C01281,1,1,0,12.656917290887774,0
C01282,0,1,0,37.18661086599808,0
C01283,0,0,0,2.8145759085183197,0
C01284,1,2,0,6.679096421586291,0
C01285,0,1,0,2.6885925647442868,0
C01286,2,2,0,16.841545600196497,0
C01287,0,0,0,2.5494114062946576,0
C01288,0,2,0,26.215214056008932,0
C01289,0,1,0,11.35264545514488,0
C01290,5,10,1,11.993728225771122,0
C01291,0,2,0,15.275219234634472,0
C01292,0,0,0,14.749369318176996,0
C01293,0,1,0,3.1384899429330737,0
C01294,3,3,0,6.935331497714107,0
C01295,0,3,0,11.2809617268809,0
C01296,1,1,0,63.5328738441519,0
C01297,0,1,0,98.17080746836513,0
C01298,4,5,1,25.385963819165564,0
C01299,2,3,3,35.34017613493076,0
C01300,0,2,2,78.36276129850935,2
C01301,0,0,0,1.4487169339936692,0
C01302,1,4,0,10.33383385289655,0
C01303,1,1,0,10.194827357527798,0
C01304,0,0,0,10.945011155701767,0
C01305,0,0,0,1.0,0
C01306,1,2,0,70.60192669908999,0
C01307,1,4,0,9.060544603417743,0
C01308,1,2,0,9.882008177142094,0
C01309,1,2,3,25.327093448323165,0
C01310,0,1,0,7.36108489001436,0
C01311,0,0,0,23.313702532275435,0
C01312,1,2,0,11.571868781613507,0
C01313,0,0,0,9.004584834938857,0
C01314,1,1,0,13.352237582988424,0
C01315,4,5,2,47.82504756976184,0
C01316,0,1,0,78.14514158852117,0
C01317,0,0,0,7.035880908967393,0
C01318,1,2,0,9.18402587810493,0
C01319,1,4,0,9.121940908574418,0
C01320,2,3,3,71.7058874279409,0
C01321,0,0,0,12.522501433301684,0
C01322,2,3,0,14.673569986437183,0
C01323,5,7,3,49.49716471384272,0
C01324,0,2,0,37.852724468821535,0
C01325,1,3,1,40.00543607548933,0
C01326,0,0,0,21.912942909952235,0
C01327,1,2,0,3.281352419581152,0
C01328,0,0,0,14.709064140633858,0
C01329,0,1,0,14.969174501779282,0
C01330,0,2,0,1.299057227115071,0
C01331,0,0,0,5.765699068467015,0
C01332,1,2,0,7.929424752908455,0
C01333,1,2,0,8.276940759325825,0
C01334,0,1,0,36.53492058858199,0
C01335,4,5,2,55.660694354476064,0
C01336,0,0,0,21.679931801374273,0
C01337,0,0,0,12.335729249996733,0
C01338,0,1,0,45.387999288410874,0
C01339,1,2,0,1.0,0
C01340,0,1,0,9.298165370257143,0
C01341,1,1,0,26.71319506550533,0
C01342,1,1,0,6.6033623244614486,0
C01343,2,3,1,21.987949929327637,2
C01344,1,1,0,7.415006284677206,0
C01345,0,2,0,2.89822584922525,0
C01346,1,1,0,6.745322441652305,0
C01347,0,0,0,4.470163088382216,0
C01348,0,2,0,8.610283199393823,0
C01349,0,0,0,19.21330539231115,0
C01350,0,3,0,22.85667749871348,0
C01351,1,2,0,42.645220392381674,0
C01352,1,2,0,1.0,0
C01353,0,2,0,12.050410406124357,0
C01354,0,0,0,11.126062791711636,0
C01355,1,2,1,24.421418882843508,0
C01356,5,7,1,70.34918393559335,1
C01357,1,3,0,12.222439561701743,0
C01358,0,1,0,77.62804982695071,0
C01359,0,1,0,9.07478452024818,0
C01360,0,0,0,16.81337997237456,0
C01361,0,1,0,3.570698120568572,0
C01362,0,2,0,56.31514113828997,0
C01363,0,0,0,10.04886881862213,0
C01364,5,5,1,56.66774122834836,2
C01365,5,6,1,45.90731482707545,4
C01366,0,1,0,15.293312456667373,0
C01367,0,3,0,16.013542635843027,0
C01368,0,1,0,1.1853224783341734,0
C01369,5,5,2,41.80281922559889,0
C01370,0,1,0,11.364874172185083,0
C01371,1,3,0,15.18997694978702,0
C01372,1,3,0,5.120544747885994,0
C01373,0,1,0,2.832436747492938,0
C01374,2,2,1,48.99989100737068,1
C01375,0,1,0,13.883869630705185,0
C01376,2,3,0,8.443773637155104,0
C01377,0,2,0,19.10103817158374,0
C01378,0,1,0,10.407151700710289,0
C01379,2,2,0,9.928020566148728,0
C01380,0,0,0,20.868697048155546,0
C01381,0,1,0,16.80623737878386,0
C01382,0,0,0,8.010782962859965,0
C01383,0,1,0,10.972066928889891,0
C01384,0,0,0,6.974728488882646,0
C01385,3,5,2,31.97605506335701,0
C01386,1,4,0,14.841026357670124,0
C01387,0,0,0,21.026029744767804,0
C01388,0,2,0,12.441697662462087,0
C01389,2,2,3,45.309547695263234,2
C01390,0,1,0,7.209156847767537,0
C01391,1,2,0,9.865399680040895,0
C01392,3,4,1,66.77402279493309,2
C01393,0,0,0,23.839392365637643,0
C01394,0,1,0,74.90146038432815,0
C01395,0,0,0,12.22063694183888,0
C01396,9,10,2,26.358611012807298,0
C01397,0,4,0,9.65142034200956,0
